20151101
18         CHER                          
LIEU-DIT   COUVACHE                   
LIEU-DIT   LA CROIX DE MISSION        
LIEU-DIT   LES CROTS                  
LIEU-DIT   LA CROTTE AU PORCHER       
LIEU-DIT   LE DALON                   
LIEU-DIT   LE DESARMI                 
LIEU-DIT   LE DESARMY                 
LIEU-DIT   LE DESERMIS                
LIEU-DIT   LE DESERMY                 
LIEU-DIT   LES DESSIERES              
LIEU-DIT   DOMAINE DE VILLARD         
LIEU-DIT   ECLUSE DE CAZIN            
LIEU-DIT   ECLUSE DE FAGUIN           
LIEU-DIT   ECLUSE DE L OIE            
LIEU-DIT   ECLUSE DU MARAIS           
LIEU-DIT   ECOLE DU GRAVIER           
LIEU-DIT   L EMBOUCHE                 
LIEU-DIT   LES ENTES                  
LIEU-DIT   L ETANG                    
LIEU-DIT   ETANG D AVORD              
LIEU-DIT   ETANG DE COUVACHE ROBINSON 
LIEU-DIT   ETANG DE GUEPROU           
LIEU-DIT   L ETANG DE LA FORET        
LIEU-DIT   L ETANG DE LA REINE        
LIEU-DIT   L ETANG DE PIN             
LIEU-DIT   ETANG DU DIABLE            
LIEU-DIT   ETANG DU POULDET           
LIEU-DIT   L ETANG DU FOULON          
LIEU-DIT   ETANG MALPALUS             
LIEU-DIT   L ETANG NEUF               
LIEU-DIT   L ETANG NICOT              
LIEU-DIT   L ETANG TISSERAT           
LIEU-DIT   LES ETIAUX                 
LIEU-DIT   FAGUIN                     
LIEU-DIT   LE FAUFILLON               
LIEU-DIT   LE FIEF                    
LIEU-DIT   LA FILATURE                
LIEU-DIT   LE FONDEREAU               
LIEU-DIT   FONFRIN                    
LIEU-DIT   LA FONT GUETTAS            
LIEU-DIT   LA FORET                   
LIEU-DIT   LES FOSSES BRULES          
LIEU-DIT   LES FOUILLES               
LIEU-DIT   LE FOULON                  
LIEU-DIT   LE FOUR A CHAUX            
LIEU-DIT   LE FOURNEAU                
LIEU-DIT   LES FRIANDISES             
LIEU-DIT   LES GAGNERIES              
LIEU-DIT   LES GAGNERIES DU PONT      
LIEU-DIT   LA GARE                    
LIEU-DIT   LA GARE D EAU              
LIEU-DIT   LA GARENNE                 
LIEU-DIT   LES GATINES                
LIEU-DIT   GENIEVRES                  
LIEU-DIT   LE GOULET                  
LIEU-DIT   GRAMUS                     
LIEU-DIT   LE GRAND BILLOTE           
LIEU-DIT   LE GRAND BRIOU             
LIEU-DIT   LE GRAND CHAMP             
LIEU-DIT   GRAND CHAMP DE COUVACHE    
LIEU-DIT   GRAND CHAMP DES BALIGEATS  
LIEU-DIT   GRAND CHAMP DES TERRES ROU 
LIEU-DIT   GRAND CHAMP MAGET          
LIEU-DIT   LE GRAND CHAUSSEROI        
LIEU-DIT   LE GRAND DESARMY           
LIEU-DIT   LE GRAND ETANG             
LIEU-DIT   LE GRAND GOULET            
LIEU-DIT   LE GRAND PATURAGE          
LIEU-DIT   LE GRAND PLOTET            
LIEU-DIT   LE GRAND PRE               
LIEU-DIT   GRAND PRE DE LA MAISON     
LIEU-DIT   LE GRAND VERNAY            
LIEU-DIT   LA GRANDE FAYE             
LIEU-DIT   LA GRANDE PIECE            
LIEU-DIT   LES GRANDES BOULAISES      
LIEU-DIT   LES GRANDES CHAUMES        
LIEU-DIT   LES GRANDES GAGNERIES      
LIEU-DIT   LES GRANDS ETIAUX          
LIEU-DIT   LES GRANDS PRES            
LIEU-DIT   LES GRANDS SALVERE         
LIEU-DIT   LE GRAVIER                 
LIEU-DIT   LE GRILLON JOLI            
LIEU-DIT   LES GRIMIERS               
LIEU-DIT   GUEPROU                    
LIEU-DIT   LA GUIGNARDERIE            
LIEU-DIT   LES GUILLERIES             
LIEU-DIT   LES HATES                  
LIEU-DIT   L ILE                      
LIEU-DIT   LE JAY                     
LIEU-DIT   LA LIGNE DES BOEUFS        
LIEU-DIT   LOCATURE DE LA TAILLE      
LIEU-DIT   LES LONGUERAIES            
LIEU-DIT   LA LONGUERELLE             
LIEU-DIT   MAISONNETTE DE L ETANG NEU 
LIEU-DIT   LA MALETTERIE              
LIEU-DIT   LES MALISSIERES            
LIEU-DIT   LE MANEGE                  
LIEU-DIT   LES MARAIS                 
LIEU-DIT   LES MARGUERITES            
LIEU-DIT   MARTOUX                    
LIEU-DIT   MASSAY                     
LIEU-DIT   LA MASURE                  
LIEU-DIT   LES MATIAUDERIES           
LIEU-DIT   LES MENAUDERIES            
LIEU-DIT   LE MERISIER                
LIEU-DIT   LA METAIRIE BRULEE         
LIEU-DIT   LE MINERAI                 
LIEU-DIT   LES MIGEROUX               
LIEU-DIT   LA MONTAPEINE              
LIEU-DIT   MONTBALIN                  
LIEU-DIT   LE MOULIN BIGOT            
LIEU-DIT   MOULIN DE L OIE            
LIEU-DIT   LE MOULIN NEUF             
LIEU-DIT   L OIE                      
LIEU-DIT   L OUCHE                    
LIEU-DIT   LES OUCHES CAILLAT         
LIEU-DIT   LE PARTERRE                
LIEU-DIT   LA PASQUIERE               
LIEU-DIT   LE PATOUILLAT              
LIEU-DIT   LE PATUREAU                
LIEU-DIT   PATUREAU BOUQUENOT         
LIEU-DIT   PATUREAU DE LA FONTAINE    
LIEU-DIT   LE PATUREAU DES CHENES     
LIEU-DIT   LE PATUREAU DES GENIEVRES  
LIEU-DIT   PATUREAU DES ORTIES        
LIEU-DIT   PATUREAU DES TERRES ROUGES 
LIEU-DIT   LE PATUREAU DES VERNES     
LIEU-DIT   LE PETIT BILLOTE           
LIEU-DIT   LE PETIT BRIOU             
LIEU-DIT   LE PETIT CHAMP             
LIEU-DIT   PETIT CHAMP DE COUVACHE    
LIEU-DIT   PETIT CHAMP DE LA RUESSE   
LIEU-DIT   PETIT CHAMP MAGET          
LIEU-DIT   LE PETIT CHAUSSEROI        
LIEU-DIT   LE PETIT DESARMY           
LIEU-DIT   LE PETIT ETANG             
LIEU-DIT   LE PETIT GOULET            
LIEU-DIT   LE PETIT PLOTET            
LIEU-DIT   LE PETIT PRE               
LIEU-DIT   PETIT PRE DE LA GRANGE     
LIEU-DIT   LE PETIT VERNAY            
LIEU-DIT   LA PETITE CLAURIS          
LIEU-DIT   LES PETITES CHAUMES        
LIEU-DIT   LES PETITS BEAUVAIS        
LIEU-DIT   LES PETITS ETIAUX          
LIEU-DIT   LES PETITS PRES            
LIEU-DIT   LES PETITS SALVERE         
LIEU-DIT   LA PIECE CARREE            
LIEU-DIT   LES PLONGEONS              
LIEU-DIT   LES PLOTTINS               
LIEU-DIT   LES POMBLOTS               
LIEU-DIT   LES POMPES                 
LIEU-DIT   LE PONT                    
LIEU-DIT   LES PONTS                  
LIEU-DIT   LE POUCHAVANT              
LIEU-DIT   LA POULETTERIE             
LIEU-DIT   LE POULY                   
LIEU-DIT   PRAIRIE BARATEAU           
LIEU-DIT   PRAIRIE D ARPENTIN         
LIEU-DIT   PRAIRIE DE FAGUIN          
LIEU-DIT   PRAIRIE DE LA CROIX MORIN  
LIEU-DIT   PRAIRIE DE CHEZELS         
LIEU-DIT   PARADIS                    
LIEU-DIT   PRE BEUGNARD               
LIEU-DIT   PRE BOURET                 
LIEU-DIT   PRE BRANLANT               
LIEU-DIT   PRE CHAMBON                
LIEU-DIT   PRE CHIGOT                 
LIEU-DIT   PRE CORBET                 
LIEU-DIT   PRE COTTEL                 
LIEU-DIT   PRE DE BERNON              
LIEU-DIT   PRE DE CAZIN               
LIEU-DIT   PRE DE CHALIVOY            
LIEU-DIT   PRE DE CHAUX               
LIEU-DIT   PRE DE CHEZEL              
LIEU-DIT   PRE DE GRAMUS              
LIEU-DIT   PRE DE L ABIME             
LIEU-DIT   PRE DE L ETANG             
LIEU-DIT   PRE DE L ETANG DE VERNAIS  
LIEU-DIT   PRE DE L ETANG DE PIN      
LIEU-DIT   PRE DE L ORME              
LIEU-DIT   PRE DE L USINE             
LIEU-DIT   PRE DE LA CHAPELLE         
LIEU-DIT   PRE DE LA CHARDONNIERE     
LIEU-DIT   PRE DE CHEMIERE            
LIEU-DIT   PRE DE LA COUR             
LIEU-DIT   PRE DE LA FOLIE            
LIEU-DIT   PRE DE LA FONTAINE         
LIEU-DIT   PRE DE LA FONTAINE NATUREL 
LIEU-DIT   PRE DE LA FORET            
LIEU-DIT   PRE DE LA MAISON           
LIEU-DIT   PRE DE LA NOUE             
LIEU-DIT   PRE DE LA RIVIERE          
LIEU-DIT   PRE DE LA RUESSE           
LIEU-DIT   PRE DE LA TAILLE           
LIEU-DIT   PRE DE LA THORETTERIE      
LIEU-DIT   PRE DE LA TUILERIE         
LIEU-DIT   PRE DE LA VERNAIS          
LIEU-DIT   PRE DE LA VIGNE            
LIEU-DIT   PRE DE LA VIOLETTE         
LIEU-DIT   PRE DE SAINTE ANNE         
LIEU-DIT   PRE DE SAL                 
LIEU-DIT   PRE DE VILLARD             
LIEU-DIT   PRE DES ANES               
LIEU-DIT   PRE DES BOEUFS             
LIEU-DIT   PRE DES CAILLES            
LIEU-DIT   PRE DES CHIENS             
LIEU-DIT   PRE DES COGNIOTS           
LIEU-DIT   PRE DES DONJONCS           
LIEU-DIT   PRE DES FONTAINES          
LIEU-DIT   PRE DES JONCS              
LIEU-DIT   PRE DES MERISIERS          
LIEU-DIT   PRE DES MOINES             
LIEU-DIT   PRE DES RESORTES           
LIEU-DIT   PRE DES SAULES             
LIEU-DIT   PRE DES TERRES NOIRES      
LIEU-DIT   PRE DES VEAUX              
LIEU-DIT   PRE DU CANAL               
LIEU-DIT   PRE DU DESSERTIS           
LIEU-DIT   PRE DU DOMAINE             
LIEU-DIT   PRE DU LAC                 
LIEU-DIT   PRE DU LIEVRE              
LIEU-DIT   PRE DU MARAIS              
LIEU-DIT   PRE DU MARTEAU             
LIEU-DIT   PRE DU MOULIN              
LIEU-DIT   PRE DU MOULIN BIGOT        
LIEU-DIT   PRE DU PUITS               
LIEU-DIT   PRE DE REVIVRE             
LIEU-DIT   PRE JULIEN                 
LIEU-DIT   PRE LIGNAULT               
LIEU-DIT   LE PRE LONG                
LIEU-DIT   PRE MARY                   
LIEU-DIT   PRE MASSE                  
LIEU-DIT   PRE MOUSSET                
LIEU-DIT   LE PRE NEUF                
LIEU-DIT   PRE NICOLAS                
LIEU-DIT   PRE PERRIOT                
LIEU-DIT   PRE PINSON                 
LIEU-DIT   PRE PRAT                   
LIEU-DIT   PRE SOULIER                
LIEU-DIT   LA PREE                    
LIEU-DIT   LA PREE DE MARTROUX        
LIEU-DIT   LA PREE DU FIEF            
LIEU-DIT   LA PRESLE                  
LIEU-DIT   LES PRESORS                
LIEU-DIT   LES PROLES                 
LIEU-DIT   QUARTIER JEAN JAURES       
LIEU-DIT   QUARTIER PASTEUR           
LIEU-DIT   LES QUEUDRES               
LIEU-DIT   QUEUE DE L ETANG PRIEUR    
LIEU-DIT   LA RALERIE                 
LIEU-DIT   LE RAPE                    
LIEU-DIT   LE RAUCHAT                 
LIEU-DIT   LA RENARDERIE              
LIEU-DIT   LES RENTES                 
LIEU-DIT   LA RESERVE                 
LIEU-DIT   LA ROCHE                   
LIEU-DIT   LES ROLLETS                
LIEU-DIT   LE ROMPE                   
LIEU-DIT   LA ROMPEE                  
LIEU-DIT   LES ROMPES                 
LIEU-DIT   LA ROUESSE                 
LIEU-DIT   LA RUESSE AUX CHEVRES      
LIEU-DIT   LA ROUSSETTERIE            
LIEU-DIT   LE RUESSAT                 
LIEU-DIT   LA RUESSE                  
LIEU-DIT   LA RUESSE AUX MERLES       
LIEU-DIT   RUESSE DE L ETANG          
LIEU-DIT   RUESSE DES BALIGEATS       
LIEU-DIT   RUESSE DES BEAUVAIS        
LIEU-DIT   LA RUESSE DU PETIT BRIOU   
LIEU-DIT   LES SACS                   
LIEU-DIT   SAL                        
LIEU-DIT   LES SOUCHES                
LIEU-DIT   LA TAILLE                  
LIEU-DIT   LE TAILLIS                 
LIEU-DIT   LE TAILLIS CHATELAIN       
LIEU-DIT   TAILLIS COSSON             
LIEU-DIT   TAILLIS DE CHICHEVET       
LIEU-DIT   TAILLIS DU RAPE            
LIEU-DIT   TAILLIS FERTIER            
LIEU-DIT   LE TAILLIS FORT            
LIEU-DIT   TAILLIS GAGET              
LIEU-DIT   TAILLIS GUENON             
LIEU-DIT   TAILLIS JAIME              
LIEU-DIT   TAILLIS LAPLAUDE           
LIEU-DIT   TAILLIS PLOT               
LIEU-DIT   TAILLIS RINCHE             
LIEU-DIT   LE TAILLIS TROIS QUART     
LIEU-DIT   TAILLIS VERON              
LIEU-DIT   LES TERFORTS               
LIEU-DIT   LES TERRES FORTES          
LIEU-DIT   LES TERRES ROUGES          
LIEU-DIT   LE TERRY                   
LIEU-DIT   LA THORETTERIE             
LIEU-DIT   LE THUREAU FRINGUET        
LIEU-DIT   LE TONKIN                  
LIEU-DIT   LES TRANCHEES              
LIEU-DIT   LES TROIS ORMES            
LIEU-DIT   LES TUREAUX                
LIEU-DIT   LES ULMES                  
LIEU-DIT   L USINE                    
LIEU-DIT   LE VERGER                  
LIEU-DIT   LES VERGNES                
LIEU-DIT   LA VERNAIE                 
LIEU-DIT   LE VIEUX BOIS              
LIEU-DIT   LA VIGNE                   
LIEU-DIT   LE VIGNERON                
LIEU-DIT   LE VILLAGE DE PARIS        
LIEU-DIT   VILLARD                    
IMPASSE    DE BEL AIR                 
RUE        DES ACACIAS                
RUE        DE LA BARELLE              
PLACE      AUGUSTE FOURNIER           
RUE        DES BATELIERS              
RUE        DU BLANC GATEAU            
RUE        DES BOUVREUILS             
RUE        DES BRUYERES               
IMPASSE    DES BOEUFS                 
RUE        DU BORDELAGE               
RUE        DU BOURBONNAIS             
IMPASSE    DU BORDELAGE               
RUE        DE LA BOULONNERIE          
RUELLE     DU BOURBONNAIS             
RUE        DE LA CHANIERE             
RUELLE     DU BORDELAGE               
RUE        DE BEL AIR                 
RUE        DE CHALIVOY                
RUE        DE CHANTEREINE             
RUE        DU CHATEAU D EAU           
ROUTE      DU CHAUTAY                 
RUE        DE COUVACHE                
PLACE      CHARLES DE GAULLE          
RUE        DES CHARMES                
RUE        DU CHATEAU DU GRAVIER      
RUE        DES CHENES                 
RUE        DU CIMETIERE               
RUE        CROIX DE MISSION           
RUE        DANIELE CASANOVA           
RUE        EDMOND LAROCHE             
RUE        DE L EGLISE                
RUE        DE L EMBARCADERE           
AVENUE     DE L ETANG DE PIN          
RUE        EMILE ZOLA                 
RUE        DE LA FLEUR DE LYS         
RUE        DE LA FONTAINE             
RUE        FRANCOIS D ESCAMPS         
RUE        DES FFI                    
RUE        GABRIEL PERI               
IMPASSE    DU FOURNEAU                
RUE        GAMBETTA                   
RUE        DES GRIMIERS               
RUE        DES GENETS                 
RUE        GEORGES CARPENTIER         
RUE        JEAN LOUIS GIGNOUX         
AVENUE     DU GRAVIER                 
PLACE      DU GRAVIER                 
IMPASSE    DU GOULET                  
RUE        DU GOULET                  
RUE        HENRI BARBUSSE             
RUE        DE L HIPPODROME            
RUE        HENRI DUNANT               
RUE        DES JARDINS                
RUE        JEAN COMTE                 
RUE        JEAN JAURES                
RUE        JEANNE DAZY                
RUE        JEAN MOULIN                
RUE        JOLIOT CURIE               
RUE        DE LA JONCTION             
RUE        LEO LAGRANGE               
RUE        DE LA LIBERATION           
RUE        DU LIEUTENANT PETIT        
PLACE      MARCEL PLAISANT            
RUE        LOUIS ROUBET               
ROUTE      DE MARTOUX                 
RUE        DES MARTYRS                
RUE        MARX DORMOY                
RUE        DE MASSAY                  
PARC       MAURICE FUSELIER           
RUE        DES MESANGES               
RUE        JEAN MICLO                 
RUE        DE LA MOTTE                
RUE        DU MOULIN BIGOT            
RUE        JEAN MONNET                
AVENUE     DU MARECHAL LECLERC        
RUE        NOIRE                      
RUE        PIERRE BOUCHER             
RUE        PASTEUR                    
RUE        PICARD                     
RUE        PIERRE SEMARD              
IMPASSE    DU POULDET                 
RUE        DE LA PRESLE               
AVENUE     DE LA REPUBLIQUE           
BOULEVARD  REVENAZ                    
RUE        DE ROBINSON                
RUE        ROLAND CHAMPENIER          
CHEMIN     DE ROMY                    
ROUTE      DE SANCOINS                
ROUTE      DE SANCOINS                
SQUARE     SAUTEREAU                  
RUE        DU SIX JUIN                
PLACE      MAL DE LATTRE DE TASSIGNY  
RUE        DU TONKIN                  
RUE        DES TROIS ORMES            
IMPASSE    DE LA TAILLE               
RUE        DE LA TAILLE               
IMPASSE    DES TERRES ROUGES          
RUE        DU VAL D AUBOIS            
AVENUE     DE L EUROPE                
RUE        DU MOULIN NEUF             
CHEMIN     DU VERGER                  
CHEMIN     DU CORBIER                 
RUE        DE BELLEFOURCHE            
RUE        DES CHAUMES DU BOURG       
RUE        DES CHAUMES SAINT AIGNAN   
IMPASSE    DE CHICHEVET               
RUELLE     DE CHICHEVET               
RUE        DE L ETANG NICOT           
RUE        DU FIEF                    
RUELLE     DU FIEF                    
RUE        DES FUSILLES               
RUE        DE LIBERTE                 
ROUTE      DE NEVERS                  
IMPASSE    DU RAPE                    
RUE        DU RAPE                    
RUE        DES RIBAUDIERES            
IMPASSE    DE LA THORETTERIE          
RUE        DES TUREAUX                
RUE        DE VILLARD                 
           commune :     HENRICHEMONT                   departement : CHER                          
LIEU-DIT   L ANTE SIMEON              
LIEU-DIT   L AVENNERIE DES DURAND     
LIEU-DIT   LE BARBOUILLOUX            
LIEU-DIT   LES BASSINS                
LIEU-DIT   LES BERTHETS               
LIEU-DIT   LES BEURTHES               
LIEU-DIT   LES BEZETS                 
LIEU-DIT   LA BILLAUDERIE             
LIEU-DIT   LES BILLETS                
LIEU-DIT   LA BLANCHISSERIE           
LIEU-DIT   LA BLAZONNERIE             
LIEU-DIT   BOIS DE LA TOMBE           
LIEU-DIT   BOIS ET TERRES MAISONS NEU 
LIEU-DIT   BOIS ROYAL DE L ALTESSE    
LIEU-DIT   BOISBELLE                  
LIEU-DIT   LES BOISBELLES             
LIEU-DIT   LA BORNE D EN BAS          
LIEU-DIT   LA BORNE D EN HAUT         
LIEU-DIT   LES BOULOTS                
LIEU-DIT   LA BOURDINIERE             
LIEU-DIT   LA BRISSONNERIE            
LIEU-DIT   LES BRONS                  
LIEU-DIT   LES BRULIS                 
LIEU-DIT   LES BRUYERES               
LIEU-DIT   LA CAILLOTIERE             
LIEU-DIT   LES CERFS D EN BAS         
LIEU-DIT   LES CERFS D EN HAUT        
LIEU-DIT   CHAMP AU LOUP              
LIEU-DIT   LE CHAMP BIE               
LIEU-DIT   CHAMP COSSON               
LIEU-DIT   CHAMP DE BLANC LOUP        
LIEU-DIT   LE CHAMP DE BOISBELLE      
LIEU-DIT   LE CHAMP DE DEVANT         
LIEU-DIT   CHAMP DE DEVANT            
LIEU-DIT   CHAMP DE FOIRE             
LIEU-DIT   CHAMP DE LA BARRIERE       
LIEU-DIT   CHAMP DE LA BRUYERE        
LIEU-DIT   LE CHAMP DE LA FONTAINE    
LIEU-DIT   LE CHAMP DE LA GRANGE      
LIEU-DIT   CHAMP DE LA GRANGE         
LIEU-DIT   CHAMP DE LA PELURE         
LIEU-DIT   CHAMP DE LA VILLE          
LIEU-DIT   CHAMP DE LAURENT           
LIEU-DIT   CHAMP DES CHAILLOUX        
LIEU-DIT   CHAMP DES MERISIERS        
LIEU-DIT   CHAMP DES VERRIERES        
LIEU-DIT   CHAMP DU BOIS              
LIEU-DIT   LE CHAMP DU CARROIR        
LIEU-DIT   CHAMP DU CORMIER           
LIEU-DIT   LE CHAMP DU CROT           
LIEU-DIT   CHAMP DU FOUR              
LIEU-DIT   LE CHAMP FOUGERON          
LIEU-DIT   LE CHAMP HERVET            
LIEU-DIT   LES CHAMPS D EN BAS        
LIEU-DIT   CHAMPS DE DRIPON           
LIEU-DIT   LES CHAMPS DES BEAUCES     
LIEU-DIT   CHAMPS DES BILLETS         
LIEU-DIT   CHAMPS DES GENETS          
LIEU-DIT   CHAMPS DES MERISIERS       
LIEU-DIT   CHAMPS DES PLACES          
LIEU-DIT   CHAMPS DES VERRIERES       
LIEU-DIT   LES CHAMPS FERRES          
LIEU-DIT   LES CHAMPS NEUFS           
LIEU-DIT   LES CHAMPS SUBITON         
LIEU-DIT   CHENE A SEC                
LIEU-DIT   LE CHENE ROCHER            
LIEU-DIT   LE CHENEVIERE DIEUX        
LIEU-DIT   LES CHERTIERS              
LIEU-DIT   LES CHETIFS CHAMPS         
LIEU-DIT   LES CHETIFS PRES BARATON   
LIEU-DIT   LA CHEVILLERIE             
LIEU-DIT   LE CLAUDIS                 
LIEU-DIT   LA CORNEILLERIE            
LIEU-DIT   LES CROTS                  
LIEU-DIT   LES DURANDS                
LIEU-DIT   L ECHENEAU                 
LIEU-DIT   L ETANG                    
LIEU-DIT   LA FAVETERIE               
LIEU-DIT   LES FONTAINES NOIRES       
LIEU-DIT   LES FONTINETTES            
LIEU-DIT   LES FORGES                 
LIEU-DIT   LA GALOISIE                
LIEU-DIT   LA GAMACHERIE              
LIEU-DIT   LA GARE                    
LIEU-DIT   LES GATES                  
LIEU-DIT   LES GIMONETS               
LIEU-DIT   LA GIRARDERIE              
LIEU-DIT   LES GOTS                   
LIEU-DIT   LE GRAND CHAMP             
LIEU-DIT   LE GRAND PRE               
LIEU-DIT   LA GRANDE TOMBE            
LIEU-DIT   LA GRANDE VENTE            
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LES GRANDS FROMIONS        
LIEU-DIT   LES GRANDS PRES            
LIEU-DIT   LES GRANDS TILLETS         
LIEU-DIT   LA GRENOUILLERIE           
LIEU-DIT   LE GROS FOUTIAU            
LIEU-DIT   LES JACQUETS               
LIEU-DIT   LE LAC AUX FEES            
LIEU-DIT   LE LINGA                   
LIEU-DIT   LA LURONNERIE              
LIEU-DIT   LA MAGDELONNERIE           
LIEU-DIT   LES MAISONS NEUVES         
LIEU-DIT   LA MAITAIRIE ROUGE         
LIEU-DIT   LES MANCAIS                
LIEU-DIT   LE MARAIS                  
LIEU-DIT   LES MAZOIS                 
LIEU-DIT   LA METAIRIE ROUGE          
LIEU-DIT   LA MICHELLERIE             
LIEU-DIT   MOULIN DE SUGY             
LIEU-DIT   LES MURAILLES              
LIEU-DIT   LES NIGAUDINS              
LIEU-DIT   LES NOUASSES               
LIEU-DIT   LA NOUE                    
LIEU-DIT   LES OLIVIERS               
LIEU-DIT   L OSTOGONE                 
LIEU-DIT   L OUCHE GORDE              
LIEU-DIT   LE PACAGE                  
LIEU-DIT   LE PACAGE AUX BOEUFS       
LIEU-DIT   LES PASDELOUPS             
LIEU-DIT   LE PATUREAU                
LIEU-DIT   LE PAVILLON                
LIEU-DIT   LA PELURE                  
LIEU-DIT   LES PELURES                
LIEU-DIT   LES PERRIERES              
LIEU-DIT   LE PERROUX                 
LIEU-DIT   LE PERRY                   
LIEU-DIT   LE PETIT BOIS              
LIEU-DIT   LE PETIT CHAMP             
LIEU-DIT   LA PETITE TOMBE            
LIEU-DIT   LES PETITS TILLETS         
LIEU-DIT   PLAN D ARBRES              
LIEU-DIT   LE POINT DU JOUR           
LIEU-DIT   PONT ABBE                  
LIEU-DIT   PRAIRIE DES GIMONETS       
LIEU-DIT   LA PRAIRIE DES REGNIERES   
LIEU-DIT   LE PRE                     
LIEU-DIT   PRE BROUARD                
LIEU-DIT   PRE CANARD                 
LIEU-DIT   LE PRE CHARIOT             
LIEU-DIT   LE PRE DE DEVANT           
LIEU-DIT   LE PRE DE DILOUX           
LIEU-DIT   PRE DE LA BARRIERE         
LIEU-DIT   PRE DE LA BOULATTE         
LIEU-DIT   PRE DE LA LANDE            
LIEU-DIT   PRE DE LA POINTE           
LIEU-DIT   PRE DU BOURG               
LIEU-DIT   LES PRES DE LA TOMBE       
LIEU-DIT   LE PRE DES CERFS           
LIEU-DIT   PRES DES CHENES            
LIEU-DIT   PRES DES MURAILLES         
LIEU-DIT   PRES DES TALBOTS           
LIEU-DIT   PRES DU BOURG              
LIEU-DIT   LES PRES DU RIAU           
LIEU-DIT   LES PRES FAUCHES           
LIEU-DIT   LES RASLES                 
LIEU-DIT   LA RECORNEE                
LIEU-DIT   LES REGNIERES              
LIEU-DIT   LE RENFERME                
LIEU-DIT   LA RENTY                   
LIEU-DIT   LES ROUES VERTES           
LIEU-DIT   LES RUES VERTES            
LIEU-DIT   LES SAULES                 
LIEU-DIT   LES SIMONNEAUX             
LIEU-DIT   TAILLE DES GATES           
LIEU-DIT   LA TAILLE DES MANCAIS      
LIEU-DIT   TAILLE DES POILOTS         
LIEU-DIT   LES TAILLES POILOT         
LIEU-DIT   LES TALBOTS                
LIEU-DIT   TERRE DU LAC AUX FEES      
LIEU-DIT   LES THEBAULTS              
LIEU-DIT   LES TILLETS                
LIEU-DIT   LE TIVOLI                  
LIEU-DIT   LES TREMBLES               
LIEU-DIT   LES VALLEES                
LIEU-DIT   LES VENTES                 
LIEU-DIT   LA VEVE                    
LIEU-DIT   LA VIEILLE VERRERIE        
LIEU-DIT   LA VIGNE                   
LIEU-DIT   LA VILLE                   
LIEU-DIT   LES VIVREAUX               
LIEU-DIT   LES PETUNIAS               
LIEU-DIT   LA CHENERAIE               
LIEU-DIT   LE CHATEAU VERT            
LIEU-DIT   LE TACOT                   
LIEU-DIT   LES BERNIERES              
LIEU-DIT   LES JONQUILLES             
LIEU-DIT   LE BOURG                   
ROUTE      DES AIX                    
RUE        DES AIX                    
RUE        D ANJOU                    
RUE        BAPTISTE MARCET            
RUE        BASSE                      
PLACE      BERNARD                    
RUE        DES BILLETS                
RUE        DE BOISBELLE               
ROUTE      DE BOISBELLE               
ROUTE      DE LA BORNE                
RUE        DE LA BORNE                
RUE        DE BOURGOGNE               
RUE        DE LA BRISSONNERIE         
RUE        CLEMENT VIGNA              
RUE        CLOS SULLY                 
CHEMIN     DU CROT                    
PLACE      DAUPHINE                   
RUE        DAUPHINE                   
AVENUE     DES ECOLES                 
PLACE      DE L EGLISE                
RUE        DE L EGLISE                
RUE        DE L EST                   
PLACE      FLANDRES DUNKERQUE         
PLACE      GABRIELLE                  
ROUTE      DES GIMONETS               
RUE        DE LA GIRARDERIE           
RUE        GOYEUSE                    
PLACE      HENRI IV                   
RUE        DE L HOSPICE               
PLACE      DE L HOPITAL               
PLACE      DE L HOSPICE               
PLACE      DE L HOTEL DE VILLE        
RUE        DU HUIT MAI 1945           
PLACE      DU HUIT MAI 1945           
PLACE      DU JEU DE PAUME            
RUE        DU JEU DE PAUME            
RUE        DU LAC AUX FEES            
RUE        DE LA MAIRIE               
PLACE      DE LA MAIRIE               
PLACE      DU MARRONNIER              
RUE        DU MARRONNIER              
ROUTE      DE MENETOU                 
ROUTE      DE MOROGUES                
RUE        DU MOULIN A TAN            
RUE        NEUVE                      
RUE        DU NORD                    
RUE        DE L OUEST                 
PTR        PETITE RUE DES AIX         
RUE        DES PROMENADES             
RUE        DES 4 NATIONS              
RUE        DU REMPART                 
RUE        DES REMPARTS               
RUE        DES SOUPIRS                
RUE        DE SULLY                   
CHEMIN     DU TIVOLI                  
RUE        DE VERDUN                  
RUE        VERTE                      
RUE        VICTOR HUGO                
RUE        VINCENT DETHARE            
RUE        DES ECOLES                 
RUE        DU TIVOLI                  
ROUTE      D ACHERES                  
IMPASSE    DES CERFS                  
IMPASSE    DES BICHES                 
IMPASSE    DES SOUPIRS                
IMPASSE    SAINTE MARTHE              
           commune :     HERRY                          departement : CHER                          
CITE       DES BOUVREUILS             
LOT        DU PARC                    
LIEU-DIT   LES ARTEAUX                
LIEU-DIT   LES AVOINERIES             
LIEU-DIT   LES BALAIS BRULES          
LIEU-DIT   LES BALLANDS               
LIEU-DIT   LE BARBOT                  
LIEU-DIT   LES BARREAUX               
LIEU-DIT   BEAUCAIRE                  
LIEU-DIT   BEAUREGARD VILLAGE         
LIEU-DIT   LA BELLE CHAUME            
LIEU-DIT   BESSY L EAU                
LIEU-DIT   BESSY LE BOIS              
