20151101
58         NIEVRE                        
LIEU-DIT   LA MOUILLE AU RENARD       
LIEU-DIT   LA MOUILLE NOIRON          
LIEU-DIT   LA MOUILLE VAILLANT        
LIEU-DIT   LES MOUILLES               
LIEU-DIT   SUR LES MOUILLES           
LIEU-DIT   LES MOUILLES CARNETS       
LIEU-DIT   LES MOUILLES MITTETS       
LIEU-DIT   LE MOULIN DE LA CHAUTTE    
LIEU-DIT   LE MOULIN DES MOINES       
LIEU-DIT   LA MOUROUILLE              
LIEU-DIT   OUCHE DU BOIS              
LIEU-DIT   LES OUCHES                 
LIEU-DIT   LE PARADIS                 
LIEU-DIT   LA PARCELLE PERIER         
LIEU-DIT   SUR LES PARCS              
LIEU-DIT   PATURE DU CHAGNE           
LIEU-DIT   LES PATURES                
LIEU-DIT   LE PETIT BOIS              
LIEU-DIT   LE PETIT CHAMP             
LIEU-DIT   LE PETIT CHEMIN            
LIEU-DIT   LA PETITE VENTE            
LIEU-DIT   LES PETITES VENTES         
LIEU-DIT   LES PETITS CHAMPS          
LIEU-DIT   LA PICHEROTTE              
LIEU-DIT   PIERRE NEURRY              
LIEU-DIT   LA PLANCHOTTE              
LIEU-DIT   SUR LE PLATEAU             
LIEU-DIT   LA POISSERIE               
LIEU-DIT   LES POMMIERS               
LIEU-DIT   LE PORT                    
LIEU-DIT   LE PORT DES LAMBERTS       
LIEU-DIT   LE PORT DES MOINES         
LIEU-DIT   LE POUAZE                  
LIEU-DIT   LA POURREE                 
LIEU-DIT   LA POURROTTE               
LIEU-DIT   LA PRAIRIE                 
LIEU-DIT   LE PRE ASSAU               
LIEU-DIT   PRE AUX BARRES             
LIEU-DIT   PRE AUX PORCHERS           
LIEU-DIT   PRE BERTOT                 
LIEU-DIT   LE PRE BONNOT              
LIEU-DIT   PRE BOUGEROT               
LIEU-DIT   LE PRE BREUGNOT            
LIEU-DIT   PRE COUVEAU                
LIEU-DIT   LE PRE D ARCY              
LIEU-DIT   LE PRE D YONNE             
LIEU-DIT   PRE DE LA FOSSE            
LIEU-DIT   PRE DE LA GRANDE FONTAINE  
LIEU-DIT   PRE DE LA MAISON           
LIEU-DIT   PRE DE LA MAISON           
LIEU-DIT   PRE DERNIER                
LIEU-DIT   PRE DES COMMES             
LIEU-DIT   PRE DES MOINES             
LIEU-DIT   PRE DU BATTOIR             
LIEU-DIT   PRE DU DESSUS              
LIEU-DIT   PRE DU FOURNEAU            
LIEU-DIT   LE PRE DU MASSE            
LIEU-DIT   PRE DU MITIAN              
LIEU-DIT   PRE DU MOULIN              
LIEU-DIT   LE PRE DU PRETRE           
LIEU-DIT   PRE JAUMONT                
LIEU-DIT   PRE JOYEUX                 
LIEU-DIT   PRE LONG                   
LIEU-DIT   PRE MARLOT                 
LIEU-DIT   LE PRE NEUF                
LIEU-DIT   LE PRENELLET               
LIEU-DIT   SUR LES PRES               
LIEU-DIT   PRES BERNARD               
LIEU-DIT   PRES BREGARDS              
LIEU-DIT   PRES CHARBONNET            
LIEU-DIT   PRES DE FONTAINE           
LIEU-DIT   PRES DE FONTIAN            
LIEU-DIT   PRES DE L ETANG            
LIEU-DIT   PRES DE LA MAISON          
LIEU-DIT   PRES DE QUEUILLE           
LIEU-DIT   PRES DES LAMBERTS          
LIEU-DIT   PRES DESSOUS VAUBOUX       
LIEU-DIT   PRES DU BOIS DU ROI        
LIEU-DIT   LES PRES DU PETIT PORT     
LIEU-DIT   PRES DU PORT               
LIEU-DIT   LES PRES SAILLOTS          
LIEU-DIT   LES PRES TAIVANNE          
LIEU-DIT   PUITS DE LA MINE           
LIEU-DIT   LE QUINBY                  
LIEU-DIT   LA RANCHE                  
LIEU-DIT   LES RAVERS                 
LIEU-DIT   LES REPLETS                
LIEU-DIT   LE RINJART                 
LIEU-DIT   LES RIVES D ICHARDS        
LIEU-DIT   LES RIVIERES               
LIEU-DIT   LA ROCHE SALVE             
LIEU-DIT   LES ROCHES                 
LIEU-DIT   LE ROUSSEAU                
LIEU-DIT   LE ROUSSELOT               
LIEU-DIT   LES RUEES                  
LIEU-DIT   SANTASSE                   
LIEU-DIT   LE SERIN MORT              
LIEU-DIT   LE SEU                     
LIEU-DIT   LES SOUPIOTS               
LIEU-DIT   SOUS BEUVRAY               
LIEU-DIT   SOUS LES BOULATS           
LIEU-DIT   SOUS LES PRES              
LIEU-DIT   LE THEURE                  
LIEU-DIT   LE THEURIAU                
LIEU-DIT   LES TOURNEURS              
LIEU-DIT   LE TRAVERS                 
LIEU-DIT   LES VAILLANTS              
LIEU-DIT   VAUBOUX                    
LIEU-DIT   VENTE DE LA BOUTIERE       
LIEU-DIT   LES VENTES                 
LIEU-DIT   LE VERGER                  
LIEU-DIT   SUR LE VERNAY              
LIEU-DIT   LE VERNAY CAILLOT          
LIEU-DIT   LES VERNES                 
LIEU-DIT   LE VERNET                  
LIEU-DIT   VERS LES BAUX              
LIEU-DIT   LES VIEUX PRES             
LIEU-DIT   VILLECHAISE                
LIEU-DIT   VOSSEE                     
LIEU-DIT   LES VOSSEURS               
LIEU-DIT   LES POURREES               
LIEU-DIT   LA GOUTTE AU PROT          
           commune :     GOULOUX                        departement : NIEVRE                        
LIEU-DIT   BOIS DE FORROUX            
LIEU-DIT   BOIS DE MONTGIRAUD         
LIEU-DIT   BOIS DE SERRE              
LIEU-DIT   BOIS DES LOGES             
LIEU-DIT   BOIS DES ROCHES            
LIEU-DIT   LE BOIS JANAIS             
LIEU-DIT   BOIS MOURON                
LIEU-DIT   BOIS RAPE                  
LIEU-DIT   LE BOURG                   
LIEU-DIT   LE BREUIL                  
LIEU-DIT   LE BROCARD                 
LIEU-DIT   LES BROUILLOTS             
LIEU-DIT   CHAMP COULON               
LIEU-DIT   CHAMP DE LA LOGE           
LIEU-DIT   LE CHAMP DE MONTBE         
LIEU-DIT   CHAMPS DES BOUTS           
LIEU-DIT   CHAUME LA GORGE            
LIEU-DIT   LES CHAVONINS              
LIEU-DIT   LE CHENE ROCROY            
LIEU-DIT   LES COMTES                 
LIEU-DIT   CREUZOT                    
LIEU-DIT   LA CROIX GRENOT            
LIEU-DIT   ECHAINTRE DU SAUT          
LIEU-DIT   L ETANG CAILLOT            
LIEU-DIT   LES ETOULES CROPE          
LIEU-DIT   LES ETOULES ROBES          
LIEU-DIT   LA FEURTELLE               
LIEU-DIT   FONTAINE BLANCHE           
LIEU-DIT   FONTAINE MELON             
LIEU-DIT   LES FORGES                 
LIEU-DIT   LE FRENE                   
LIEU-DIT   LES FRICOTS                
LIEU-DIT   LA GEUTTE                  
LIEU-DIT   LE GRAND MONTBE            
LIEU-DIT   LES GRANDES COUPES         
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LES GRANDS VERNETS         
LIEU-DIT   LES GRAVELLES              
LIEU-DIT   GROS LOUIS                 
LIEU-DIT   LES ICHARDS                
LIEU-DIT   LAVAULT                    
LIEU-DIT   LE MATRAT                  
LIEU-DIT   METZ GARNIER               
LIEU-DIT   METZ ROBLIN                
LIEU-DIT   MOULIN DU SAUT             
LIEU-DIT   LE PETIT MONTAIGU          
LIEU-DIT   LE PETIT MONTBE            
LIEU-DIT   PETITS JEANS               
LIEU-DIT   LES PIERRES                
LIEU-DIT   LES PIERRES CHALAND        
LIEU-DIT   LE PISSOIR                 
LIEU-DIT   LE PONT DE SAULIEU         
LIEU-DIT   PRE DE L ETANG             
LIEU-DIT   PRES BRIDIERS              
LIEU-DIT   LE SAUT DE GOULOUX         
LIEU-DIT   LES TANIERES               
LIEU-DIT   LES TURLAGES               
LIEU-DIT   LA VENTE                   
LIEU-DIT   LA VENTE A LA COUR         
LIEU-DIT   VENTE PARENT               
LIEU-DIT   LE VERNET                  
LIEU-DIT   LE VERNET DE MONTBE        
LIEU-DIT   LE VERNET SIGNARD          
LIEU-DIT   LES VERNETS DES CHIETS     
LIEU-DIT   LES VERNETS PAURETS        
           commune :     GRENOIS                        departement : NIEVRE                        
LIEU-DIT   L AIR BATU                 
LIEU-DIT   LES ARIGOTS                
LIEU-DIT   LES BARBETTES              
LIEU-DIT   LA BERGERE                 
LIEU-DIT   BOIS DE LA BROSSE          
LIEU-DIT   BOIS DES ETANGS            
LIEU-DIT   BOIS RENAUD                
LIEU-DIT   LE BOIS VINCENT            
LIEU-DIT   LES BOUILLANTS             
LIEU-DIT   LE BOULAGUE                
LIEU-DIT   LE BOURG                   
LIEU-DIT   LA BROSSE                  
LIEU-DIT   LE CHAILLOU                
LIEU-DIT   CHALAMBRAN                 
LIEU-DIT   CHAMP DERRIERE             
LIEU-DIT   LE CHAMP DES PARTIES       
LIEU-DIT   CHAMPS DESSUS              
LIEU-DIT   LE CHAMP DU RONDELOT       
LIEU-DIT   LE CHAMP POULET            
LIEU-DIT   LE CHARIAU                 
LIEU-DIT   LE CHATELAU                
LIEU-DIT   LE CHAUMAU                 
LIEU-DIT   LES CHAUMES DESCUITS       
LIEU-DIT   LES CHITRES                
LIEU-DIT   EN CLAIR                   
LIEU-DIT   LE CLOU                    
LIEU-DIT   LE CLOUSEAU                
LIEU-DIT   LA COPINE                  
LIEU-DIT   LA COTE CLAIRE             
LIEU-DIT   COTE SAINT NAVE            
LIEU-DIT   LE COU D ANE               
LIEU-DIT   LES COUPES                 
LIEU-DIT   LE CROT BUISSON            
LIEU-DIT   LE CROT DE FORET           
LIEU-DIT   LE CROT GAILLON            
LIEU-DIT   DERRIERE MONMIEN           
LIEU-DIT   DERRIERE MONTEGU           
LIEU-DIT   LE DESSUS DE FORET         
LIEU-DIT   LES DIDIERS                
LIEU-DIT   L ECHEINTRE VINCENT        
LIEU-DIT   LA FOLIE                   
LIEU-DIT   EN FORET                   
LIEU-DIT   LA FORET BLANCHE           
LIEU-DIT   LA FORET NOIRE             
LIEU-DIT   LA GARENNE                 
LIEU-DIT   LES GENIEVRES              
LIEU-DIT   LE GOULO                   
LIEU-DIT   LE GRAND CHARROY           
LIEU-DIT   LE GRAND POIRIER           
LIEU-DIT   LE GRAND PRE               
LIEU-DIT   LE GRAND RIMBAULT          
LIEU-DIT   LA GRANDE PIECE            
LIEU-DIT   LES GRIFFARDES             
LIEU-DIT   SUR LE GUEUR               
LIEU-DIT   LE GUILLAUMIE              
LIEU-DIT   L HATE DE L EGLISE         
LIEU-DIT   L HATE DU SUREAU           
LIEU-DIT   HUBANS                     
LIEU-DIT   LE MAGNE                   
LIEU-DIT   LA MARGOTINE               
LIEU-DIT   LE MATRA                   
LIEU-DIT   MONMIEN                    
LIEU-DIT   LA MONTAGNE                
LIEU-DIT   MONTEGU                    
LIEU-DIT   LES OISEAUX                
LIEU-DIT   LES PENDANS                
LIEU-DIT   LES PETITS PRES            
LIEU-DIT   SUR LES PREAUX             
LIEU-DIT   LES PRES PION              
LIEU-DIT   PROFOND DE VEAU            
LIEU-DIT   LES PRUNELLES              
LIEU-DIT   LE PUIT DES BOURDES        
LIEU-DIT   LE PUITS D HUBAN           
LIEU-DIT   LE PUITS SATIN             
LIEU-DIT   LA QUEUE D HERSE           
LIEU-DIT   LA RENARDIERE              
LIEU-DIT   LES RENAUDES               
LIEU-DIT   LES REVENUES               
LIEU-DIT   LE SAINFOIN                
LIEU-DIT   SAUTE RENARD               
LIEU-DIT   EN SIME                    
LIEU-DIT   SOUS LA BROSSE             
LIEU-DIT   SOUS LA FORET BLANCHE      
LIEU-DIT   SOUS LA PORTE              
LIEU-DIT   SOUS LA TRAINE             
LIEU-DIT   SOUS LA VILLE              
LIEU-DIT   SOUS LE CLOU               
LIEU-DIT   SOUS LES ARIGOTS           
LIEU-DIT   SOUS MONMIEN               
LIEU-DIT   SOUS MONTEGU               
LIEU-DIT   SOUS MEO                   
LIEU-DIT   SOUS PROFOND DE VEAU       
LIEU-DIT   SOUS SAINT NAVE            
LIEU-DIT   EN SURLIN                  
LIEU-DIT   LES TERRES DES TOURS       
LIEU-DIT   LA TOUR                    
LIEU-DIT   LES TRAINES                
LIEU-DIT   LE TRAVERSIN               
LIEU-DIT   USAGES DE MEREAU           
LIEU-DIT   LA VALLEE DES ETANGS       
LIEU-DIT   LA VIGNE AUX LOUPS         
LIEU-DIT   VIGNES DE LA PORTE         
LIEU-DIT   SUR LA VILLE               
LIEU-DIT   EN VOILLON                 
RUE        ACHILLE MILLIEN            
RUE        ANDRE DESLIGNERES          
IMPASSE    DES CHAMIERES              
IMPASSE    DU CHAMP AUX MOINES        
RUE        CLAUDE TILLIER             
RUE        FANCHY                     
RUE        DE FOCENE                  
RUE        DE LA FONTAINE             
RUE        DE GENEVRE                 
RUE        HENRI BACHELIN             
RUE        JEHAN D HUBAN              
RUE        JULES RENARD               
IMPASSE    DES PREAUX                 
IMPASSE    DU PRESBYTERE              
RUE        DU PUITS                   
PLACE      DES PUITS                  
RUE        ROMAIN ROLLAND             
RUE        DE LA TOUR                 
           commune :     GUERIGNY                       departement : NIEVRE                        
HLM        HLM DU CHAMP MOINEAU       
HLM        DU CHAMP MOINEAU           
RESIDENCE  RESIDENCE DES ABBES        
LIEU-DIT   LES ABBES                  
LIEU-DIT   LES ALLEES                 
LIEU-DIT   LES BOIRATS                
LIEU-DIT   BOIS DE BIEZ               
LIEU-DIT   LES BOULATIERS             
LIEU-DIT   LE BOURG                   
LIEU-DIT   LE BRIOUX                  
LIEU-DIT   LES CABLES                 
LIEU-DIT   CANTON DE GUERIGNY         
LIEU-DIT   CHAMBRES NEUVES            
LIEU-DIT   CHAMP COUGNY               
LIEU-DIT   CHAMP DE LA CROIX          
LIEU-DIT   CHAMP DU TRONC             
LIEU-DIT   CHAMP GONDELAIN            
LIEU-DIT   CHAMP MESLIER              
LIEU-DIT   CHAMP MINOIS               
LIEU-DIT   CHAMP MINOT                
LIEU-DIT   CHAMP MOINEAU              
LIEU-DIT   CHATRES                    
LIEU-DIT   LES CHAUMES                
LIEU-DIT   LES CHAUMES RONDES         
LIEU-DIT   COTE A BOUILLOT            
LIEU-DIT   COURS DU CHATEAU           
LIEU-DIT   LE CRASSIER                
LIEU-DIT   LA FENELLERIE              
LIEU-DIT   FOUR A CHAUX               
LIEU-DIT   LA GARE                    
LIEU-DIT   LES GONDELINS              
LIEU-DIT   GRANDE RUE                 
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LE PATUREAU                
LIEU-DIT   LA PATINE                  
LIEU-DIT   PLOUZEAU                   
LIEU-DIT   LA POELLONNERIE            
LIEU-DIT   LA POELONNERIE             
LIEU-DIT   PRE DE LA FONTAINE         
LIEU-DIT   PRE DE LA FORGE            
LIEU-DIT   PRE DU CHATEAU             
LIEU-DIT   PRE FRAGNON                
LIEU-DIT   PRE LONG                   
LIEU-DIT   PRE RODON                  
LIEU-DIT   LA QUELLERIE               
LIEU-DIT   QUEUE D HERSE              
LIEU-DIT   LES RONDES                 
LIEU-DIT   RUE DE LA FONTAINE         
LIEU-DIT   RUE DES BARAQUES           
LIEU-DIT   LE STADE                   
LIEU-DIT   LA TUILERIE                
LIEU-DIT   USAGES DE LA QUELLERIE     
LIEU-DIT   LA VIGNE                   
LIEU-DIT   VILLEMENANT                
LIEU-DIT   LES VOLINS                 
LIEU-DIT   LA BOULONNERIE             
LIEU-DIT   LA PRAIRIE DE BIZY         
RUE        DES ABBES                  
SQUARE     DES ABBES                  
RUE        ACHILLE MILLIEN            
RUE        ALFRED MASSE               
RUE        AMEDEE DUNOIS              
RUE        ANATOLE FRANCE             
AVENUE     ARNAULT DE LANGE           
ALLEE      BABAUD DE LA CHAUSSADE     
ROUTE      DE BALLERAY                
RUE        BARBE                      
RUE        BENOIT BARBOTIN            
RUE        BERT DE LA BUSSIERE        
RUE        DES BERTRANGES             
RUE        DE BIZY                    
IMPASSE    DES BOIRATS                
IMPASSE    DES CABLES                 
RUE        CAMILLE PELLETAN           
RUE        DU CHAMP DE LA CROIX       
RUE        DU CHAMP MESLIER           
IMPASSE    DU CHAMP MOINEAU           
AVENUE     CHARLES DARIAUX            
IMPASSE    DES CHAUMES                
RUE        DES CHAUMES                
           LES CHAUMES RONDES         
RUE        DES CHAUMES RONDES         
RUE        DU CIMETIERE               
CLOS       DE LA TUILERIE             
RUE        CONSTANT                   
RUE        DANIEL MAYER               
RUE        DU DOC BAUME               
RUE        EDOUARD BORNET             
RUE        EMILE FREBAULT             
RUE        DE LA FENELLERIE           
RUE        DE FORGEBAS                
CHEMIN     DE LA GARE                 
RUE        GASTON ROMAZZOTTI          
AVENUE     DU GEN CHEUTIN             
IMPASSE    GEORGES CLEMENCEAU         
AVENUE     DES GONDELINS              
CHEMIN     DES GONDELINS              
GR         GRANDE RUE                 
RUE        HENRI BARBUSSE             
RUE        HENRI GAMARD               
RUE        JEAN BAPTISTE HUARD        
PLACE      JEAN JAURES                
RUE        JEAN LOCQUIN               
RUE        JEAN ROBIN                 
PLACE      JEAN ZAY                   
IMPASSE    JUSTIN MARQUEREAU          
ALLEE      LA FAYETTE                 
RUE        DE LANESSAN                
RUE        LEON JOUHAUX               
PLACE      DE LA LIBERTE              
ALLEE      LOUIS BOUVEAULT            
RUE        LUCIE AUBRAC               
RUE        MARCEL GAUJOUR             
RUE        MARCEL MARCHAND            
ROUTE      DE MARCY                   
RUE        DE LA MARINE               
PLACE      MARTIN MICHEL DE SIONVILLE 
RUE        MASSON                     
RUE        MATHIEU                    
RUE        DES MEILLEURS OUVRIERS DE  
IMPASSE    MINOT                      
CHEMIN     NOIR                       
AVENUE     DU PAQUEBOT FRANCE         
RUE        PASTEUR                    
RUE        PIERRE CORBIER             
CHEMIN     DE PLOUZEAU                
RUE        DE PLOUZEAU                
RUE        DU PONT STE REINE          
RUE        DES PRUNIERS               
PLACE      DU 14 JUILLET              
RUE        DE LA QUELLERIE            
IMPASSE    DE LA QUELLERIE            
VOIE       PRIVEE DE LA QUELLERIE     
RUE        DE LA REINE                
RUE        ROGER MELNICK              
RUE        SIMONE VEIL                
RUE        THEODORE MERCIER           
IMPASSE    DE LA TUILERIE             
RUE        DE LA TUILERIE             
RUE        DE L UNION                 
CHEMIN     DES USAGES                 
RUE        VAUBAN                     
RUE        VICTOR HUGO                
RUE        DE VILLEMENANT             
           commune :     GUIPY                          departement : NIEVRE                        
LIEU-DIT   AINAY                      
LIEU-DIT   L AUBUS                    
LIEU-DIT   L AUBUS DU PRE NEUF        
LIEU-DIT   BEAUMENU                   
LIEU-DIT   BEAUMONT                   
LIEU-DIT   BERNOT                     
LIEU-DIT   LES BERTINS                
LIEU-DIT   BOIS DE BOUT CHETIF        
LIEU-DIT   BOIS DE DEVANT             
LIEU-DIT   BOIS DE DIANE              
LIEU-DIT   BOIS DE LA DAME            
LIEU-DIT   BOIS DE LONGERON           
LIEU-DIT   LES BOIS DE PREVOSSE       
LIEU-DIT   BOIS DE PREVOSSE           
LIEU-DIT   BOIS DU GOUTE              
LIEU-DIT   LE BOIS MENOU              
LIEU-DIT   LES BOISOTTES              
LIEU-DIT   LA BONDINELLE              
LIEU-DIT   LE BOUCHETY                
LIEU-DIT   LES BOUCHONS               
LIEU-DIT   BOUGNON                    
LIEU-DIT   LA BOUILLOTE               
LIEU-DIT   LE BOURG                   
LIEU-DIT   LES BOURRIES               
LIEU-DIT   LA BROSSE                  
LIEU-DIT   BUISSON DE MOUCHEREUX      
LIEU-DIT   LE BUISSON DES ALLEUX      
LIEU-DIT   LE BUISSON DES COMMES      
LIEU-DIT   LE BUISSON MORVAND         
LIEU-DIT   LES BUISSONS DE MONTAS     
LIEU-DIT   LES CERISIERS              
LIEU-DIT   LES CHAILLIOUX             
LIEU-DIT   LE CHAMP DES BOUTS         
LIEU-DIT   CHAMPS DES HOUY            
LIEU-DIT   LE CHAMP BOURDON           
LIEU-DIT   LE CHAMP ROND              
LIEU-DIT   LES CHAMPS CRISTIEN        
LIEU-DIT   LES CHAMPS D AIR           
LIEU-DIT   LES CHAMPS DE LA CROIX     
LIEU-DIT   LES CHAMPS DE LA TROUILLIE 
LIEU-DIT   LES CHAMPS DE PREVOSSE     
LIEU-DIT   LES CHAMPS DE TROYES       
LIEU-DIT   CHAMPS DES BUISSONS DE MON 
LIEU-DIT   LES CHAMPS FEUX            
LIEU-DIT   LES CHAMPS GRIVAUX         
LIEU-DIT   LES CHAMPS JOURNEAUX       
LIEU-DIT   LES CHAMPS LOUANT          
LIEU-DIT   LES CHAMPS MILLOT          
LIEU-DIT   LES CHAMPS RAIMOND         
LIEU-DIT   LES CHAMPS RONDS           
LIEU-DIT   LE CHANDEAU                
LIEU-DIT   LA CHAPELLE                
LIEU-DIT   CHATEAU DE CHANTELOUP      
LIEU-DIT   CHATEAU DE PRECY           
LIEU-DIT   CHATEAU DU PRE             
LIEU-DIT   LA CHAUME DES CHIENS       
LIEU-DIT   LA CHAUME VIEILLE          
LIEU-DIT   LES CHAUSSEES              
LIEU-DIT   LES CHAZEUX                
LIEU-DIT   LES CHETIFS CHAMPS         
LIEU-DIT   LA CORVEE DU CORBIER       
LIEU-DIT   LES COUDRETS               
LIEU-DIT   LES COURS                  
LIEU-DIT   LES CROISEES               
LIEU-DIT   LES CROISETTES             
LIEU-DIT   LE CROT DE SAINT MARTIN    
LIEU-DIT   LES DROUILLERES            
LIEU-DIT   ECHAINTRE DE BOUGNON       
LIEU-DIT   ECHAINTRE DE LANGERON      
LIEU-DIT   L ECHAINTRE DES JONCS      
LIEU-DIT   ECHAINTRE DES VACHES       
LIEU-DIT   ECHAINTRE DU BOIS MILARD   
LIEU-DIT   L ECHEINTRE DES TAUPES     
LIEU-DIT   ECHEINTRE DU GOUTEAU       
LIEU-DIT   LES ECHENOTS               
LIEU-DIT   L ETANG DE LA CLE          
LIEU-DIT   LES FONDS DE MOULOGES      
LIEU-DIT   LES FONTENOTTES            
LIEU-DIT   LES FOURNEAUX              
LIEU-DIT   LA GARENNE                 
LIEU-DIT   LE GRAND BOIS              
LIEU-DIT   LE GRAND CHAMP DE LA COMME 
LIEU-DIT   LA GRANDE CORVEE           
LIEU-DIT   LA GRANDE RAIE             
LIEU-DIT   LES GRANDES HATES          
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LES GRANDS PRES            
LIEU-DIT   LA GRIOTTE                 
LIEU-DIT   LE GUEURQUE                
LIEU-DIT   LES HATES                  
LIEU-DIT   LES HUSSOTES               
LIEU-DIT   LE MAGNE                   
LIEU-DIT   LES MONGEOTTES             
LIEU-DIT   LES PANNECIES              
LIEU-DIT   PATURE DE LA FONTAINE      
LIEU-DIT   PATURE DES BARRES          
LIEU-DIT   LA PETITE CORVEE           
LIEU-DIT   LES PETITS BOIS DE MOUCHE  
LIEU-DIT   LES POMMERAS               
LIEU-DIT   LES POMMERATS              
LIEU-DIT   LA PRAIRIE                 
LIEU-DIT   LE PRE BERTHAULT           
LIEU-DIT   LE PRE BOUGNON             
LIEU-DIT   LE PRE DE SAINT JEAN       
LIEU-DIT   LE PREATON                 
LIEU-DIT   LES PRES DE NANTOUR        
LIEU-DIT   LES PRES DES VEAUX         
LIEU-DIT   LES PRES DEVANT            
LIEU-DIT   LES PRES DU GOUR           
LIEU-DIT   LES PRES JALE              
LIEU-DIT   LES PRES TAILLOT           
LIEU-DIT   LES PRINS                  
LIEU-DIT   LE PRIOT                   
LIEU-DIT   LA PRIOTTE                 
LIEU-DIT   LES PRONSARDS              
LIEU-DIT   LA RIOLLE                  
LIEU-DIT   LES RONDOTTES              
LIEU-DIT   LA ROUTEE                  
LIEU-DIT   TAILLESSE                  
LIEU-DIT   LE TAILLOT                 
LIEU-DIT   LES TERRES BLANCHES        
LIEU-DIT   LA TROUILLIERE             
LIEU-DIT   VESVRES                    
LIEU-DIT   LE VEZAT                   
LIEU-DIT   VIGNES DE LA BROSSE        
LIEU-DIT   VIGNES DE PRECY            
LIEU-DIT   LES VIGNEURES              
           DOMAINE D'AINAY            
RUE        DE L'ARIAU                 
RUE        DES BOUCHONS               
RUE        DE LA BROSSE               
RUE        DU BUISSON DE MONTAS       
RUE        DES CHAMPS DE LA CROIX     
           CHANTELOUP                 
RUE        DE LA CHAPELLE             
RUE        DU CHATEAU DU PRE          
RUE        DE LA CHAUME DES CHIENS    
RUE        DES ETANGS                 
RUE        DE LA FONTAINE             
           LA GARE                    
RUE        DU LAVOIR                  
ROUTE      DE PAZY                    
RUE        DE LA PRAIRIE              
           DOMAINE DE PRECY           
RUE        DU PRESBYTERE              
           LA RUELLE                  
RUE        SAINT ELOI                 
PLACE      SAINT MICHEL               
RUE        ST JACQUES DE COMPOSTELLE  
           LA TROUILLERE              
           DOMAINE DE LA TROUILLERE   
CHEMIN     DES TROUILLERES            
RUE        VAUBAN                     
ROUTE      DE VITRY                   
           commune :     HERY                           departement : NIEVRE                        
LIEU-DIT   LES ANGLES                 
LIEU-DIT   L AUBUS                    
LIEU-DIT   BERNIN                     
LIEU-DIT   BOIS DE TRESSOLLES         
LIEU-DIT   BOUGNON                    
LIEU-DIT   LES BOUILLES               
LIEU-DIT   BOUOT                      
LIEU-DIT   LE BOURG                   
LIEU-DIT   LE BOUT GUELOT             
LIEU-DIT   LES BRETAUSSES             
LIEU-DIT   BROUTAT                    
LIEU-DIT   LES BUISSONS BLANCS        
LIEU-DIT   LA BUTTE                   
LIEU-DIT   LES CHAILLOUX              
LIEU-DIT   LE CHAMP CANARD            
LIEU-DIT   CHAMP DERRIERE             
LIEU-DIT   CHAMP DES EPINES           
LIEU-DIT   LE CHAMP GATE              
LIEU-DIT   LES CHAMPS MENARD          
LIEU-DIT   LE CHARRON                 
LIEU-DIT   LA CHAUME BEAULIEU         
LIEU-DIT   LES CHAUMES DESSUS         
LIEU-DIT   LES CHEMINS D HERY         
LIEU-DIT   CHENELOIN                  
LIEU-DIT   LA CORVEE                  
LIEU-DIT   LA CORVEE DU CHENE         
LIEU-DIT   LA CORVEE ST ANDOCHE       
LIEU-DIT   LES CREES                  
LIEU-DIT   DREUZY                     
LIEU-DIT   LES ECHARDS                
LIEU-DIT   L ECHEINTRE GATE           
LIEU-DIT   L ECHENEAU                 
LIEU-DIT   FAULOIN                    
LIEU-DIT   LA FILLOUSE                
LIEU-DIT   LE GRAND PLOTO             
LIEU-DIT   LE GRAND PRE               
LIEU-DIT   LES GRANDES HATES          
LIEU-DIT   LES GUILLAUMES DELIN       
LIEU-DIT   LES GUILLEMINES            
LIEU-DIT   LE MORIN                   
LIEU-DIT   LES MOUILLERES             
LIEU-DIT   LE MOULIN A VENT           
LIEU-DIT   LE NOEUD DES CHAMPS        
LIEU-DIT   OBUS DE CHERIOT            
LIEU-DIT   L OUCHE AU VIN             
LIEU-DIT   LE PAREU                   
LIEU-DIT   LA PERRUE                  
LIEU-DIT   LE PETIT CLOU              
LIEU-DIT   LA PIECE DE LA FONTAINE    
LIEU-DIT   LES PIERRES BLANCHES       
LIEU-DIT   LE PRE COMPERE             
LIEU-DIT   LE PRE DE LETANG           
LIEU-DIT   PRE DE ROSSON              
LIEU-DIT   PRE DE SAULT               
LIEU-DIT   PRE DU BRIOU               
LIEU-DIT   PRE DU RIOT                
LIEU-DIT   PRELE                      
LIEU-DIT   LES PRES L ABBE            
LIEU-DIT   PRES SIMIEN                
LIEU-DIT   LE QUARTIER DE TRUIE       
LIEU-DIT   LA RIOLE                   
LIEU-DIT   LE SAUT DE L ANE           
LIEU-DIT   SOUS HERY                  
LIEU-DIT   SOUS LES VIGNES            
LIEU-DIT   LE TERTRE                  
LIEU-DIT   LE TOLIN                   
LIEU-DIT   LES TOURS                  
LIEU-DIT   TRESSOLLES                 
LIEU-DIT   LES USAGES                 
LIEU-DIT   LES VIGNES D HERY          
LIEU-DIT   LES VIGNES DE BERNIN       
LIEU-DIT   LE BUISSON DE LA GARENNE   
LIEU-DIT   LES VIGNES DE LIOT         
           GRANDE RUE                 
RUE        DE L'EGLISE                
RUE        DU PIED PERDU              
