20151101
07         ARDECHE                       
LIEU-DIT   CHIROLS SUD                
LIEU-DIT   LE CLAUX                   
LIEU-DIT   CLAVEL                     
LIEU-DIT   COMBE DE FOUR              
LIEU-DIT   COMBENIERE                 
LIEU-DIT   COMBETTES                  
LIEU-DIT   LES COMBETTES              
LIEU-DIT   LA CONDAMINE               
LIEU-DIT   LA COTE                    
LIEU-DIT   COTE DIANE                 
LIEU-DIT   LES COTES                  
LIEU-DIT   COTES DE MORTIER           
LIEU-DIT   LES COULLIERES             
LIEU-DIT   COUINA                     
LIEU-DIT   LE CREUX DES GOURDANES     
LIEU-DIT   CROIX DE BARBOIS           
LIEU-DIT   CROS DU LAC                
LIEU-DIT   DRILLES                    
LIEU-DIT   ECOLANGES                  
LIEU-DIT   LES FOURCHES               
LIEU-DIT   GACOU                      
LIEU-DIT   LES GARENES                
LIEU-DIT   GERETTES                   
LIEU-DIT   LA GORRE                   
LIEU-DIT   LES GORRES                 
LIEU-DIT   GOURDAN                    
LIEU-DIT   LES GOURDANES              
LIEU-DIT   LE GRAND CHAMP             
LIEU-DIT   LES GRANDS VIGNES          
LIEU-DIT   GRANGE BARA                
LIEU-DIT   GRANGE DE BARRA            
LIEU-DIT   LES GRANGES                
LIEU-DIT   GRANGETTES                 
LIEU-DIT   LE GRENIER                 
LIEU-DIT   LA CHAUX                   
LIEU-DIT   LAPIA                      
LIEU-DIT   MARGIRAN SUD               
LIEU-DIT   MASSON NORD                
LIEU-DIT   MASSON SUD                 
LIEU-DIT   MONTEUX                    
LIEU-DIT   MOREL                      
LIEU-DIT   MORTIER NORD               
LIEU-DIT   MOUCHON                    
LIEU-DIT   LA MOUTE                   
LIEU-DIT   PEYRACHIS                  
LIEU-DIT   PICHA                      
LIEU-DIT   PIERRE DU VOLAND           
LIEU-DIT   PIERRE VERONIQUE           
LIEU-DIT   LES PLANTAS                
LIEU-DIT   LE PLAT                    
LIEU-DIT   LE PONT                    
LIEU-DIT   PONTEZON                   
LIEU-DIT   PORTIER                    
LIEU-DIT   LES PRES                   
LIEU-DIT   PRES DU MOULIN             
LIEU-DIT   PRES LONGS                 
LIEU-DIT   LES RASES                  
LIEU-DIT   LA REVICOLE                
LIEU-DIT   LES ROUTES                 
LIEU-DIT   LES SEUX                   
LIEU-DIT   SONIER                     
LIEU-DIT   SOURLIERE                  
LIEU-DIT   SUATE                      
LIEU-DIT   TAILLEE DE BARBOIS         
LIEU-DIT   TAROCHE                    
LIEU-DIT   TERRES BLANCHES            
LIEU-DIT   TERRINES                   
LIEU-DIT   TINE RODET                 
LIEU-DIT   TOLONDIERE                 
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LA VIRA D AOU PORT         
LIEU-DIT   VIRIEUX                    
LIEU-DIT   BRUNIEUX EST               
LIEU-DIT   CHATELET SUD               
LIEU-DIT   CHAUSSONOT D EN BAS        
LIEU-DIT   LA COTE DE COMBENIERE      
LIEU-DIT   LES RIVATTES               
LIEU-DIT   SUD DE BUS                 
RUE        DES ACACIAS                
ROUTE      DE BRUNIEUX                
RUE        DU COTEAU                  
RUE        DES ECOLES                 
PLACE      DE L EGLISE                
RUE        DES GRANGES                
PLACE      DU MARCHE                  
RUE        DES MARGIRANDS             
RUE        DE LA POSTE                
RUE        PRINCIPALE                 
CHEMIN     DU RUISSEAU                
CHEMIN     DE BUS                     
ROUTE      DES CELESTINS              
CHEMIN     DE CHANTEFER               
CHEMIN     DE CHATELET                
CHEMIN     DE LA CHAUX                
PASSAGE    DES CHIROLS                
IMPASSE    DES CHIROLS                
CHEMIN     DE DRILLE                  
RUE        DE LA CONDAMINE            
CHEMIN     DU CREUX DU LAC            
MTE        DE L ECOLE                 
ROUTE      DE L ECOUTAY               
RUELLE     DES ECUREUILS              
MTE        DE LA FONTAINE             
CHEMIN     DE GACOU                   
RUE        DE GOURDAN                 
IMPASSE    DES GOURDANES              
RUE        DES GRANGETTES             
RUE        DES JARDINS                
CHEMIN     DE LA MADONE               
ROUTE      DE LA MAIRIE               
RUE        DE LA MALADIERE            
MTE        DES MARGIRANDS             
RUE        DU MARRONNIER              
CHEMIN     DU MORTIER                 
CHEMIN     DE MOUCHON                 
RUE        DU MOULIN                  
PASSAGE    DE LA PLANCHE              
IMPASSE    DE LA POSTE                
CHEMIN     DES PRES LONGS             
PASSAGE    DU PUITS                   
CHEMIN     DE SONIER                  
IMPASSE    DES SOURCES                
ROUTE      DE LA SYRAH                
CHEMIN     DE LA TAROCHE              
CHEMIN     DES TERRES BLANCHES        
RUE        DE LA VALLEE               
ROUTE      DES VIGNOBLES              
RUE        DE LA VOUTE                
IMPASSE    DE LA VOUTE                
RUE        DES VERGERS                
           commune :     SAINT-DIDIER-SOUS-AUBENAS      departement : ARDECHE                       
LOT        PRE DE LA FONTAINE         
RESIDENCE  CAMPING DE PONT DE VILLE   
LOT        DU PRE DE LA FONT          
LIEU-DIT   LA BASTIDE                 
LIEU-DIT   LES CHAMPS                 
LIEU-DIT   CHERETTE                   
LIEU-DIT   GRENOUILLE                 
LIEU-DIT   ILE DES GRAND JASSES       
LIEU-DIT   LE JONQUAS                 
LIEU-DIT   LABEAU                     
LIEU-DIT   LE LAC                     
LIEU-DIT   LES PRADES                 
LIEU-DIT   PRES DE LA FONT            
LIEU-DIT   ROCHER DES JASTRES         
LIEU-DIT   SAINT DIDIER               
LIEU-DIT   TERRES DE MILLET           
LIEU-DIT   VALLETON                   
LIEU-DIT   LES VIGNETTES              
LIEU-DIT   LE VILLAGE                 
CPG        PONT DE VILLE              
PLACE      DE LA BIBLIOTHEQUE         
CHEMIN     DU BOSQUET                 
PLACE      DU CIMETIERE               
PLACE      DE L ECOLE                 
CHEMIN     DES ECOLES                 
PLACE      DE L'EGLISE                
PLACE      HENRI FAURE                
CHEMIN     DE LABEAU                  
CHEMIN     DU LAC                     
CHEMIN     DU LAC ET DES VERGERS      
PLACE      DE LA MAIRIE               
CHEMIN     DE MILLET                  
ROUTE      DE MONTELIMAR              
CHEMIN     DE LA PLAINE               
ALLEE      FELIX PLANTEVIN            
CHEMIN     DES PRADES                 
PLACE      DES PRADES                 
CHEMIN     DE PRE LA FONT             
PLACE      DE LA SALLE POLYVALENTE    
CHEMIN     DE SAINT PIERRE            
IMPASSE    DU STADE                   
PLACE      DE LA STATION D EPURATION  
CHEMIN     DES TERRES DE MILLET       
CHEMIN     DE LA TOURASSE             
CHEMIN     DES VERGERS                
PLACE      LES VIGNETTES              
CHEMIN     DES VIGNETTES              
CHEMIN     DU VILLAGE                 
           commune :     SAINT-ETIENNE-DE-BOULOGNE      departement : ARDECHE                       
LIEU-DIT   L ALFERME                  
LIEU-DIT   AMARINIERES                
LIEU-DIT   L ANDONNET                 
LIEU-DIT   ARBRES                     
LIEU-DIT   L AURIOL                   
LIEU-DIT   AURIOLLES                  
LIEU-DIT   AUZON                      
LIEU-DIT   LE BAS TRUC                
LIEU-DIT   LES BAUCHERES              
LIEU-DIT   LA BIDARELLE               
LIEU-DIT   LES BLACHES                
LIEU-DIT   BOIS DE GOURDON            
LIEU-DIT   BOIS DE LA GRANGETTE       
LIEU-DIT   BOIS DES TONNES            
LIEU-DIT   BOIS VIEUX                 
LIEU-DIT   BUFFIE                     
LIEU-DIT   LES BUJARELLES             
LIEU-DIT   LE BURNET                  
LIEU-DIT   CHAGIERES                  
LIEU-DIT   LA CHALADE                 
LIEU-DIT   LES CHAMBONS               
LIEU-DIT   CHAMP D AUZON              
LIEU-DIT   CHAMP DE MARIE             
LIEU-DIT   CHAMP LA THEOULE           
LIEU-DIT   CHAMPAGNAC                 
LIEU-DIT   LE CHARBONNET              
LIEU-DIT   LES CLAPES                 
LIEU-DIT   LES CLAPOUZES              
LIEU-DIT   LES CLAUX                  
LIEU-DIT   LE CLOT                    
LIEU-DIT   LA COMBE                   
LIEU-DIT   COMBE CHAUDE               
LIEU-DIT   COMBE DES ISSARDS          
LIEU-DIT   COMBE GRAND                
LIEU-DIT   COMBE MALLE                
LIEU-DIT   COMBE MARSON               
LIEU-DIT   LES COMBES                 
LIEU-DIT   COMMUNAL DES MOULASSES     
LIEU-DIT   LA CONCHI                  
LIEU-DIT   LES CONCHISES              
LIEU-DIT   CORNEVIS                   
LIEU-DIT   LA COSTE                   
LIEU-DIT   LES COSTES                 
LIEU-DIT   LA COTTE                   
LIEU-DIT   COULET D AUZON             
LIEU-DIT   COUSTOUILLE                
LIEU-DIT   CROIX DE LA FARGE          
LIEU-DIT   LES CROS                   
LIEU-DIT   LE CROS DE GOUSES          
LIEU-DIT   EIQUELERE                  
LIEU-DIT   L EMBERGERE                
LIEU-DIT   L ENGOIGNE                 
LIEU-DIT   L ESCRINET                 
LIEU-DIT   L ESTRADE                  
LIEU-DIT   LES FAISSES                
LIEU-DIT   LA FARGE                   
LIEU-DIT   LE FAVADOUX                
LIEU-DIT   LA FAYE                    
LIEU-DIT   FONT FREIDE                
LIEU-DIT   LA FONTAINOU               
LIEU-DIT   LA GENESTE                 
LIEU-DIT   LA GETTE                   
LIEU-DIT   LES GOUSIS                 
LIEU-DIT   GOUTAILLES                 
LIEU-DIT   LA GRANGE DE MARZE         
LIEU-DIT   LE GRAS                    
LIEU-DIT   LES GRENERETTES            
LIEU-DIT   LES GUMILLES               
LIEU-DIT   LES HAMBLARDS              
LIEU-DIT   HAMEAU DE PRAMAILHET       
LIEU-DIT   LES ISSARTOUX              
LIEU-DIT   LACHAMP                    
LIEU-DIT   LA LAUZE                   
LIEU-DIT   MAILLE PEAU                
LIEU-DIT   MAS D AUDIGES              
LIEU-DIT   MAS DE CHEVALIER           
LIEU-DIT   MAS DE SALEDRE             
LIEU-DIT   MAUMALLES                  
LIEU-DIT   MORTIER                    
LIEU-DIT   MOULIARNAUD                
LIEU-DIT   LA MOUTADE                 
LIEU-DIT   PEYGRIMAUD                 
LIEU-DIT   LES PLAGNOLS               
LIEU-DIT   LE PRADAL                  
LIEU-DIT   LA PRADE                   
LIEU-DIT   PRADENAS                   
LIEU-DIT   PRE DE LA CURE             
LIEU-DIT   LES PRES                   
LIEU-DIT   PRES DES TONNES            
LIEU-DIT   RANC DU FES                
LIEU-DIT   LES REYNIERS               
LIEU-DIT   LES RIBES                  
LIEU-DIT   LES RICHARDS               
LIEU-DIT   ROCHE PORT                 
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   SANIETTES                  
LIEU-DIT   LE SERRE                   
LIEU-DIT   SERRE D AUDIGES            
LIEU-DIT   SERRE D AUZON              
LIEU-DIT   SERRE DE JANOUL            
LIEU-DIT   SERRE DE L EGLISE          
LIEU-DIT   SERRE DE NAVETTE           
LIEU-DIT   SERRE DU FAY               
LIEU-DIT   SERRE LA PRADE             
LIEU-DIT   TAUPENAS                   
LIEU-DIT   LE TRAVERS                 
LIEU-DIT   LE TRAVERSIER              
LIEU-DIT   LE TRUC                    
LIEU-DIT   LA TRUCHE                  
LIEU-DIT   VALAURIE                   
LIEU-DIT   LES VARRENNES              
LIEU-DIT   VEDECHE                    
LIEU-DIT   VERNADEL                   
LIEU-DIT   LE VERNET                  
LIEU-DIT   LES VERNOUX                
CHEMIN     DE L'AGACHON               
RUE        ARBRES                     
RUE        HAMEAU D'AUZON             
ROUTE      DU BAS D'AURIOLLES         
ROUTE      D'AURIOLLES                
ROUTE      D'ARBRES HAUT              
ROUTE      D'ANDIGES                  
ROUTE      DU HAUT DE L'AULAGNIER     
DEVI       D'AUZON                    
ROUTE      D'AUZON                    
ROUTE      DU COL D'AUZON             
ROUTE      DES BLACHES                
CHEMIN     DE L'AULAGNIER             
CHEMIN     DES CROZES DU BAS          
ROUTE      DE LA COMBE                
CHEMIN     DE BUJARELLE               
ROUTE      DE LA BELLE FONTAINE       
CHEMIN     DE CHATUNAT                
ROUTE      DU CIMETIERE               
CHEMIN     DES CLAUX                  
CHEMIN     DE LA COMBE CHAUDE         
ROUTE      DE LA CONCHY HAUT          
CHEMIN     DE COUSTOUILLE             
ROUTE      DE LA COTTE                
RUE        DESCENTE D'AUZON           
CHEMIN     DU SERRE DE L'EGLISE       
CHEMIN     DE L'ESTRADE               
ROUTE      DE L'ESTRADE               
CHEMIN     DES FAISSES                
CHEMIN     ANCIENNE ROUTE DES GRAS    
RUE        DES GOUZIS                 
CHEMIN     DES GRAS                   
CHEMIN     DE GRENERETTE              
CHEMIN     DES CROZES DU HAUT         
RUE        DE LA LAUZE                
CHEMIN     DE MAUMALLES               
CHEMIN     DES CROZES DU MILIEU       
CHEMIN     DE LA MORELLE              
CHEMIN     DES MORTIERS               
ROUTE      DU MORTIER                 
ROUTE      DU MOULIN D'ARTIGE         
CHEMIN     DU PRADAL A AURIOLLES      
CHEMIN     DE LA PLANCHE D'AUZON      
CHEMIN     DE POUMARET                
RUE        HAMEAU DU PRADAL           
ROUTE      DE PRADAL                  
ROUTE      DE PRAMAILHET              
ROUTE      DES PRES                   
CHEMIN     DES PRES                   
RUE        SALLE POLYVALENTE          
CALL       DES RICHARDS               
ROUTE      DES RICHARDS               
CHEMIN     DES RICHARDS A CONCISE     
ROUTE      DU MOULIN DE ROUME         
ROUTE      DE SALEDRES                
CHEMIN     DES SALETTES               
CHEMIN     DU SEIGNEUR                
ROUTE      DU TAILLE                  
ROUTE      DU BAS DE TAUPENAS         
RUE        DU TAUPENAS                
CHEMIN     DU TRAMWAY                 
CHEMIN     DU TREGNIER                
ROUTE      DU COL DE VALAURIE         
CHEMIN     DES VARENNES               
CHEMIN     DU VERNADEL                
CHEMIN     DE LA VERRIERE             
           commune :     ST ETIENNE DE FONTBELLON       departement : ARDECHE                       
LOT        LE BOSQUET                 
LOT        DES CHAMPS                 
LOT        LES MOULINES               
LIEU-DIT   LES AUCHES                 
LIEU-DIT   LES BANCS                  
LIEU-DIT   LES BLACHETTES             
LIEU-DIT   LES BLANCS                 
LIEU-DIT   LES BLEYNOUX               
LIEU-DIT   LE BOIS DE COURT           
LIEU-DIT   LE BOIS DE GLAIZAL         
LIEU-DIT   LE BOIS DE MAURIN          
LIEU-DIT   BOIS FREZAT                
LIEU-DIT   LE BOSQUET                 
LIEU-DIT   LES BRUCHETS               
LIEU-DIT   LES BRUGIERES              
LIEU-DIT   LES CHAMPS                 
LIEU-DIT   LA CHAPELETTE              
LIEU-DIT   LES CHAYLASSES             
LIEU-DIT   LES CHIFFAUX               
LIEU-DIT   LES CIGALLERES             
LIEU-DIT   LE COLOMBIER               
LIEU-DIT   LA COTE VERNOUZE           
LIEU-DIT   LES COTES                  
LIEU-DIT   LE CROCHET                 
LIEU-DIT   LES CROIX                  
LIEU-DIT   LES CROTASSES              
LIEU-DIT   LE DARBOUSSET              
LIEU-DIT   LE DEVES                   
LIEU-DIT   LE DEVES CLOTS             
LIEU-DIT   LA FARE                    
LIEU-DIT   FERRIERES                  
LIEU-DIT   GAUDE                      
LIEU-DIT   LES GAZAS                  
LIEU-DIT   LE GRAND BOIS              
LIEU-DIT   LES GRANDES VIGNES         
LIEU-DIT   LES GRANDS BOIS            
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LE GRAS                    
LIEU-DIT   LE GRAZEL                  
LIEU-DIT   LES GROSSES                
LIEU-DIT   LES HAUCHES                
LIEU-DIT   LES ILES                   
LIEU-DIT   LES ISSARTOUX              
LIEU-DIT   LES JUILLERS               
LIEU-DIT   LOULIER                    
LIEU-DIT   LES MANISSELES             
LIEU-DIT   LE MANUSCLAT               
LIEU-DIT   LES MARCEAUX               
LIEU-DIT   MAS DE MOULINE             
LIEU-DIT   MAZAN                      
LIEU-DIT   LES MISSOLS                
LIEU-DIT   MONTAGNAC                  
LIEU-DIT   MONTARGUES                 
LIEU-DIT   LES MOULINES               
LIEU-DIT   MOULIN DE SERRET           
LIEU-DIT   LE MOULIN SAINT ANTOINE    
LIEU-DIT   LA MURE                    
LIEU-DIT   NEVISSAC                   
LIEU-DIT   NUELLE                     
LIEU-DIT   LE PEREYROL                
LIEU-DIT   LE PIALLA                  
LIEU-DIT   LES PLAINES                
LIEU-DIT   LES POLISSAYRES            
LIEU-DIT   LE PONT                    
LIEU-DIT   LE PONT DE RIGAUD          
LIEU-DIT   LA PRADE                   
LIEU-DIT   PRES MEYRAS                
LIEU-DIT   RIAMPONT                   
LIEU-DIT   LA RIBEYRASSE              
LIEU-DIT   LES RIMBAUX                
LIEU-DIT   LA ROCHE                   
LIEU-DIT   ROCHENOIRE                 
LIEU-DIT   LA RONDE                   
LIEU-DIT   LE ROURE                   
LIEU-DIT   LES ROUTES                 
LIEU-DIT   SAUVAYRE                   
LIEU-DIT   SERRE BOUCHER              
LIEU-DIT   SERRE DE MONTAGNAC         
LIEU-DIT   SERRE DE NUGUE             
LIEU-DIT   LES SERRETS                
LIEU-DIT   LES TAILLADES              
LIEU-DIT   LES TEOULES                
LIEU-DIT   LES TESTAUX                
LIEU-DIT   LES TINAUX                 
LIEU-DIT   LA VERNADE                 
LIEU-DIT   LA VIGNASSE                
LIEU-DIT   LA VIGNE DE BRUN           
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LES VISTES                 
LIEU-DIT   LA VOUTE                   
LIEU-DIT   MOULINES                   
CPG        LES ACACIAS                
CHEMIN     DES ABATTOIRS              
CHEMIN     D AILHON                   
CHEMIN     DES ARCEAUX                
CHEMIN     ANCIEN CHEMIN D AILHON     
CHEMIN     ANCIENNE ROUTE ROYALE      
IMPASSE    SAINT ANTOINE              
CHEMIN     DES BLACHETTES             
CHEMIN     DES BLANCS                 
IMPASSE    DES BLANCS                 
CHEMIN     DES BLEYNOUX               
TRA        DU BOSQUET                 
CHEMIN     DU BOSQUET                 
IMPASSE    DU JEU DE BOULES           
TRA        DES BRUCHETS               
CHEMIN     DES BRUGIERES              
IMPASSE    DES BRUGIERES              
ROUTE      DU CAMPING                 
ROUTE      DE LA CAVE COOPERATIVE     
TRA        DES CHAMPS                 
PLACE      DE LA CAVE                 
ROUTE      DE LA CHAPELETTE           
CHEMIN     DES CHATAIGNIERS           
CHEMIN     DE CHADARENT               
CHEMIN     DE LA CHAPELLE ST ANNE     
CHEMIN     DES CHIFFAUX               
CHEMIN     DE CHAUDABRI               
CHEMIN     DES CHENES                 
ROUTE      DES CHAMPS                 
CHEMIN     DES CIGALIERES             
PLACE      DU CIMETIERE               
ROUTE      DE LA CITE                 
CHEMIN     DU COLOMBIER               
CHEMIN     DE LA COMBE DU ROUGE       
ROUTE      DES ECOLES                 
PLACE      DE L EGLISE                
CHEMIN     DE LA FARE                 
CHEMIN     DE FERRIERES               
ROUTE      DE FERRIERES               
PLACE      DE FERRIERES               
ROUTE      DE FONS                    
CHEMIN     DE FONS                    
CHEMIN     DE GAUDE                   
ROUTE      DE GAUDE                   
CHEMIN     DU GRAZEL                  
CHEMIN     DES GROSSES                
CHEMIN     DES ISSARTOUX              
CHEMIN     DES JUILLETS               
ROUTE      DES JUILLETS               
CHEMIN     DU ST LARGE                
CHEMIN     DE LOULIER                 
RUE        DE LA MAIRIE               
PLACE      DE LA MAIRIE               
CHEMIN     DU BOIS DE MAURIN          
CHEMIN     DES MISSOLS                
PASSERELLE DES MISSOLS                
CHEMIN     DE MONTAGNAC               
CALL       DE MONTAGNAC               
IMPASSE    DE MONTAGNAC               
ROUTE      DE MONTAGNAC               
CHEMIN     DE MONTARGUES              
CHEMIN     DES MOULINES               
CHEMIN     DU MAS DES MOULINES        
CHEMIN     DE LA MURE                 
CHEMIN     DE NEVISSAC                
ROUTE      DE NEVISSAC                
CHEMIN     DES NUELLES                
CHEMIN     DE PEREYROL                
ROUTE      DU PONT DE RIGAUD          
CHEMIN     DE LA PRADE                
CHEMIN     DU PRE SAINT ANTOINE       
CHEMIN     RESERVOIRS                 
CHEMIN     DE LA RIBEYRASSE           
CHEMIN     DES RIMBEAUX               
TRA        DES RIMBEAUX               
CHEMIN     DE LA ROCHE                
CHEMIN     DU ROURE                   
ROUTE      DU VIEUX STADE             
CHEMIN     DE ST PIERRE               
ROUTE      DE SAINT SERNIN            
TRA        DU STADE                   
PLACE      DES SERRETS                
CHEMIN     DE SAUVAYRE                
CHEMIN     DES SOURCES                
CHEMIN     DE LA TEOULE               
CHEMIN     DES TINAUX                 
CHEMIN     DE LA VERNADE              
PLACE      DU VILLAGE                 
CHEMIN     DE VILLE                   
ROUTE      D'ALES                     
CHEMIN     DES VISTES                 
           commune :     SAINT-ETIENNE-DE-LUGDARES      departement : ARDECHE                       
RESIDENCE  MAISON SAINT JOSEPH        
LIEU-DIT   LES ABEOURADOUX            
LIEU-DIT   AIGUE BONNE                
LIEU-DIT   ALLARY                     
LIEU-DIT   L ARBRE PIC                
LIEU-DIT   LA BARAQUE                 
LIEU-DIT   LES BASSE GAZELLE          
LIEU-DIT   BEAUREGARD                 
LIEU-DIT   LE BEZ                     
LIEU-DIT   BLANCHINECHE               
LIEU-DIT   BOIS COMMUNAL DU BEZ       
LIEU-DIT   BOIS DE LA GAZELLE         
LIEU-DIT   BOIS DE MALAGRATTE         
LIEU-DIT   BOIS DE RIOUBRON           
LIEU-DIT   BOIS DU BEZ                
LIEU-DIT   BONNETES                   
LIEU-DIT   LES BOSES                  
LIEU-DIT   BRANCOU                    
LIEU-DIT   LES BROS                   
LIEU-DIT   LES CAMARGUES              
LIEU-DIT   LE CELAY                   
LIEU-DIT   LE CHAMAS                  
LIEU-DIT   CHAMP CLOS                 
LIEU-DIT   CHAMP LONGE                
LIEU-DIT   LES CHAPLADES              
LIEU-DIT   LES CHARBONNIERES          
LIEU-DIT   LES CHARNIERS              
LIEU-DIT   LA CHATE                   
LIEU-DIT   LE CHAULET                 
LIEU-DIT   CHAUMADON                  
LIEU-DIT   CHAUMADOUX                 
LIEU-DIT   LE CHAUMAS                 
LIEU-DIT   CHAUMISELLE                
LIEU-DIT   LA CHAZE                   
LIEU-DIT   CHEVILLASSE                
LIEU-DIT   CHEYROUSE                  
LIEU-DIT   LES CHIROUSES              
LIEU-DIT   LE CLAP                    
LIEU-DIT   CLAPAYROU                  
LIEU-DIT   LE COIN                    
LIEU-DIT   LA COMBE                   
LIEU-DIT   COMBE BRUT                 
LIEU-DIT   LA COUASSE                 
LIEU-DIT   LA COUEDE                  
LIEU-DIT   COURBIL                    
LIEU-DIT   LA CROISETTE               
LIEU-DIT   LA CROIX D APPEL           
LIEU-DIT   LE CROS                    
LIEU-DIT   LE CROUZAS                 
LIEU-DIT   LE DESTEL                  
LIEU-DIT   DONDECHES                  
LIEU-DIT   LE DOULAY                  
LIEU-DIT   DURAND                     
LIEU-DIT   L EGAUD                    
LIEU-DIT   LA FOND DE COULAUD         
LIEU-DIT   FOURMARECHE                
LIEU-DIT   LES FOURNIALS              
LIEU-DIT   LES FOURNIOLS              
LIEU-DIT   GAMBERTE                   
LIEU-DIT   LA GENESTEYRE              
LIEU-DIT   LA GINESTE                 
LIEU-DIT   GOURGORY                   
LIEU-DIT   LE GRAND BOIS              
LIEU-DIT   LA GRENALLE                
LIEU-DIT   LA HAUTE GAZELLE           
LIEU-DIT   HUADELLE                   
LIEU-DIT   L HUBAC                    
LIEU-DIT   LES HUBACS                 
LIEU-DIT   HUEDOUR                    
LIEU-DIT   JARLECHE                   
LIEU-DIT   LA JUSTICE                 
LIEU-DIT   LABROT                     
LIEU-DIT   LADRET                     
LIEU-DIT   LA LAUZE                   
LIEU-DIT   LAVERT                     
LIEU-DIT   LA LECHE                   
LIEU-DIT   LESPINASSE                 
LIEU-DIT   LONGE COMBE                
LIEU-DIT   LONJILASSES                
LIEU-DIT   MALAGRATTE                 
LIEU-DIT   MANIBLES                   
LIEU-DIT   MAS DE VESSEAU             
LIEU-DIT   MASMEJEAN                  
LIEU-DIT   MIOULET                    
LIEU-DIT   LE MONTAT                  
LIEU-DIT   MONTBARY                   
LIEU-DIT   LES MOULEYRES              
LIEU-DIT   LA MOURADE                 
LIEU-DIT   LE MOURE DE RIOUBRON       
LIEU-DIT   MOURE DE SALES             
LIEU-DIT   LA MOUREYSE                
LIEU-DIT   LA NARCE                   
LIEU-DIT   PANLETTE                   
LIEU-DIT   LES PATURAUX               
LIEU-DIT   LES PATURAUX DU BEZ        
LIEU-DIT   LES PAUSES                 
LIEU-DIT   PELISSEYRE                 
LIEU-DIT   LES PESSAS                 
LIEU-DIT   LA PETITE CAMARGUE         
LIEU-DIT   LES PIALADASSES            
LIEU-DIT   LES PIALADES               
LIEU-DIT   LE PIED DE L ANE           
LIEU-DIT   LA PIERRE PLANTEE          
LIEU-DIT   LA PINEDE                  
LIEU-DIT   LES PINS                   
LIEU-DIT   LES PLANAS                 
LIEU-DIT   LE PLATEAU DE CHAMP LONGE  
LIEU-DIT   LE PLOT DE BONI            
LIEU-DIT   LE POMMIER                 
LIEU-DIT   LE PONT DE LA CHAZE        
LIEU-DIT   LE PONT DE RIOUBRON        
LIEU-DIT   PONTILLON                  
LIEU-DIT   LE POUZEL                  
LIEU-DIT   LE PRADAL                  
LIEU-DIT   LE PRADEL                  
LIEU-DIT   LE PRAT DU BOIS            
LIEU-DIT   PRAT NEUF                  
LIEU-DIT   PRENESSIAU                 
LIEU-DIT   PRES DES CHAMBONS          
LIEU-DIT   LES QUEYRONS               
LIEU-DIT   QUINCHAYRE                 
LIEU-DIT   RANC                       
LIEU-DIT   LE RANC                    
LIEU-DIT   RANC DE LA ROCHE           
LIEU-DIT   RANC DES ANGLES            
LIEU-DIT   REYNARDECHE                
LIEU-DIT   RIEU BOURNET               
LIEU-DIT   RIOUFREY                   
LIEU-DIT   ROCHE CERCLE               
LIEU-DIT   ROCHE PARIS                
LIEU-DIT   LE ROCHER DES TROIS SEIGNE 
LIEU-DIT   LA SABATERIE               
LIEU-DIT   LE SAGNASSOU               
LIEU-DIT   SAGNE MORTE                
LIEU-DIT   SALECHES                   
LIEU-DIT   LES SALMES                 
LIEU-DIT   LE SERRE                   
LIEU-DIT   SERRE DE LAVERT            
LIEU-DIT   SERRE DE MOIRONE           
LIEU-DIT   LE SERRE DE VENTE CUL      
LIEU-DIT   LE SERRE DES HUBACS        
LIEU-DIT   LA SERRE DU BOIS           
LIEU-DIT   LE SERRE DU MONTAT         
LIEU-DIT   LES SEVENETTES             
LIEU-DIT   SIGOULAS                   
LIEU-DIT   LES SOUCHEYRES             
LIEU-DIT   LE TEMPLE                  
LIEU-DIT   TRAVERS DE PIEDS MOUSSIO   
LIEU-DIT   TRAVERS DE SALECHES        
LIEU-DIT   LES TRAVERSES              
LIEU-DIT   TREFOULIS                  
LIEU-DIT   LES TREYNEYRES             
LIEU-DIT   LA TRIOULEYRE              
LIEU-DIT   LE TRIVEL                  
LIEU-DIT   LES TROUPELS               
LIEU-DIT   VALLAT FOURCHAT            
LIEU-DIT   LE VERT                    
LIEU-DIT   LA VEYSSEYRE               
LIEU-DIT   VICHEYLET                  
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LA VISSAIRE                
LIEU-DIT   LE VOTOU                   
           commune :     SAINT ETIENNE DE SERRES        departement : ARDECHE                       
LIEU-DIT   ARDILHON ET LES VERNEES    
LIEU-DIT   LES ASTES                  
LIEU-DIT   AURIPLE                    
LIEU-DIT   LE BARTRAS                 
LIEU-DIT   LE BAY                     
LIEU-DIT   BLACHIER                   
LIEU-DIT   BLACHON                    
LIEU-DIT   BOUCHET ET ROUCHON         
LIEU-DIT   LE BRUJAS                  
LIEU-DIT   CHABOUIX                   
LIEU-DIT   CHABRE FIGERE              
LIEU-DIT   CHABRIANGES                
LIEU-DIT   LES CHAMBLAS               
LIEU-DIT   CHAMP LONG                 
LIEU-DIT   LES CHAPLAS                
LIEU-DIT   LE CHASTELET               
LIEU-DIT   CHAUMELLY                  
LIEU-DIT   LES CHAZES                 
LIEU-DIT   LE CHIER                   
LIEU-DIT   CINTENAT ET LE VERNEL      
