20151101
23         CREUSE                        
LIEU-DIT   LES GUERETS                
LIEU-DIT   LES MAISONS                
LIEU-DIT   LA MAZEROLLE               
LIEU-DIT   LE MONTAUREUX              
LIEU-DIT   MONTGEORGES D EN BAS       
LIEU-DIT   MONTGEORGES D EN HAUT      
LIEU-DIT   LE MOULIN DES FORGES       
LIEU-DIT   LA NOUAILLE                
LIEU-DIT   LE PATUREAU NEUF           
LIEU-DIT   PEPLISSON                  
LIEU-DIT   PETINAUD                   
LIEU-DIT   LES POIRIERS               
LIEU-DIT   DE POME                    
LIEU-DIT   LES POUYOUX                
LIEU-DIT   PRADON LE JEUNE            
LIEU-DIT   PRADON LE VIEUX            
LIEU-DIT   PRETABOURET                
LIEU-DIT   PREVENCHERES               
LIEU-DIT   AUX QUATRE CHEMINS         
LIEU-DIT   LA ROCHE                   
LIEU-DIT   LA VAVRE                   
LIEU-DIT   LA VERGNADE                
LIEU-DIT   LES VERINES                
LIEU-DIT   LA VILLE                   
LIEU-DIT   LA FORGETTE                
LIEU-DIT   LABOUTANT                  
LIEU-DIT   VICHEZ                     
LIEU-DIT   LA TAILLE DE LA FLEUR      
LIEU-DIT   MONTGEORGES                
LIEU-DIT   LA BUIGE                   
LIEU-DIT   L'ETANG                    
LIEU-DIT   LA FILATURE                
ROUTE      DE MORTROUX                
PLACE      DE L EGLISE                
ROUTE      DE BONNAT                  
PLACE      DU COMMERCE                
RUE        DES ECOLES                 
ROUTE      DE L ETANG                 
ROUTE      DU GEAY                    
PLACE      DE LA MAIRIE               
PLACE      DES TILLEULS               
           commune :     MOUTIER ROZEILLE               departement : CREUSE                        
LIEU-DIT   L ARBRE EST                
LIEU-DIT   L ARBRE                    
LIEU-DIT   L AVENTURE                 
LIEU-DIT   LA BESSE                   
LIEU-DIT   LE BIGNAT                  
LIEU-DIT   BORDESOULLE                
LIEU-DIT   LE BOURG                   
LIEU-DIT   LES BRUGERETTES            
LIEU-DIT   BUSSERETTE                 
LIEU-DIT   LES BUSSIERES              
LIEU-DIT   CHABASSIER                 
LIEU-DIT   CHAMP DE L ALOUETTE        
LIEU-DIT   CHAMPNEUF                  
LIEU-DIT   LES CHARRAUDS              
LIEU-DIT   LES CHARRAUDS SUD          
LIEU-DIT   LA CHAUME                  
LIEU-DIT   CHAUVEIX                   
LIEU-DIT   CHEZ GEORGET               
LIEU-DIT   CHIER DE L EGLISE          
LIEU-DIT   CHIER L EGLISE             
LIEU-DIT   LE CIMETIERE               
LIEU-DIT   LA CLIDE                   
LIEU-DIT   COMBE DERRIERE             
LIEU-DIT   LA COMBE DU TREIX          
LIEU-DIT   COMBE NAULIER              
LIEU-DIT   LES CONDAMINES             
LIEU-DIT   CONFOLENS                  
LIEU-DIT   COTE RIBIERE               
LIEU-DIT   COTE TEMPETE               
LIEU-DIT   LES COTEAUX                
LIEU-DIT   LES COTES                  
LIEU-DIT   CROIS DE LASCAUX           
LIEU-DIT   LA CROIX                   
LIEU-DIT   DU CROS                    
LIEU-DIT   LE CROS BURTAUD            
LIEU-DIT   DE L ETANG                 
LIEU-DIT   FONT VIEILLE               
LIEU-DIT   FONTVIEILLE                
LIEU-DIT   FOREST                     
LIEU-DIT   LES FOUGEYROUX             
LIEU-DIT   LES FRIDECHOUS             
LIEU-DIT   LA GARE                    
LIEU-DIT   LES GARENNES               
LIEU-DIT   LE GOT                     
LIEU-DIT   DU GOURET                  
LIEU-DIT   LES GOUTELLES              
LIEU-DIT   LES GOUTTEIX               
LIEU-DIT   LE GRAND AUTEL             
LIEU-DIT   LES GRANDS BOIS            
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LA GRAVE                   
LIEU-DIT   LES GRAVES                 
LIEU-DIT   GRETOLLAS                  
LIEU-DIT   GRETOLLAS OUEST            
LIEU-DIT   DE LA GRUE                 
LIEU-DIT   DE L HERMITE               
LIEU-DIT   LE JARRY                   
LIEU-DIT   LACHAUD                    
LIEU-DIT   LA LANGOGNE                
LIEU-DIT   LAS RUAS                   
LIEU-DIT   LASCAUX                    
LIEU-DIT   LE LAVANDIER               
LIEU-DIT   LE MARTINEIX               
LIEU-DIT   LE MONTROBERT              
LIEU-DIT   DE LA MORANGE              
LIEU-DIT   MOULIN DE BORDESOULLE      
LIEU-DIT   MOULIN DE BOTTE            
LIEU-DIT   NALECHE                    
LIEU-DIT   LES PASSADOUX              
LIEU-DIT   LE PAUQUET                 
LIEU-DIT   LA PEANTE                  
LIEU-DIT   LES PELADES                
LIEU-DIT   LES PELLES                 
LIEU-DIT   LES PELLES SUD             
LIEU-DIT   PERISSAT                   
LIEU-DIT   LE PETIT AUTEL             
LIEU-DIT   PEYRASHUT                  
LIEU-DIT   PIERRE GRANDE              
LIEU-DIT   LA PLAGNE                  
LIEU-DIT   LA PLAGNE SUD              
LIEU-DIT   LES PLAGNES                
LIEU-DIT   LES PLAINES                
LIEU-DIT   LES PLANAUX                
LIEU-DIT   DE PLANCHE FIERE           
LIEU-DIT   DE LA PRADE                
LIEU-DIT   LA PRADE                   
LIEU-DIT   LA PRADE DU BREUIL         
LIEU-DIT   DES PRUNIERS               
LIEU-DIT   LE PUY D ARFEUILLE         
LIEU-DIT   PUY DE LA BESSE            
LIEU-DIT   LE PUY DE LACHAUD          
LIEU-DIT   PUY DE MAUDEUX             
LIEU-DIT   PUY JARY                   
LIEU-DIT   PUY LASCAUX                
LIEU-DIT   DU QUARTIER                
LIEU-DIT   DU RANDOULE                
LIEU-DIT   LES RIBIERES               
LIEU-DIT   LES RIVAUDS                
LIEU-DIT   LES RIVAUX                 
LIEU-DIT   ROZEILLE                   
LIEU-DIT   LES SAGNATS                
LIEU-DIT   LA SAGNE                   
LIEU-DIT   SAGNE FRANCHE              
LIEU-DIT   SAGNE MARSEAU              
LIEU-DIT   LES SAGNES                 
LIEU-DIT   LES SAGNOLAS               
LIEU-DIT   SAINT HILAIRE              
LIEU-DIT   SECTION DE MAUDEUX         
LIEU-DIT   SOUS LA HAIE               
LIEU-DIT   SOUS LES MOULINS           
LIEU-DIT   DU THEIL                   
LIEU-DIT   LE THYM                    
LIEU-DIT   LES TILLEULS               
LIEU-DIT   LA VERGNADE                
LIEU-DIT   LA VERGNE EST              
LIEU-DIT   LA VERGNE                  
LIEU-DIT   VERS LE HANGAR             
LIEU-DIT   LES VOUTES                 
PLACE      DE L EGLISE                
ROUTE      DE L ARBRE                 
CHEMIN     DE LA CONCHETTE            
PLACE      DE L EGLISE                
CHEMIN     DES FONTAINES              
IMPASSE    DU GRATTOU                 
PLACE      DE LA MAIRIE               
RUE        JEAN MAZETIER              
CHEMIN     DE NALECHE                 
ROUTE      DU PLATEAU                 
IMPASSE    DE LA POSTE                
IMPASSE    DES RUISSEAUX              
ALLEE      DES THUYAS                 
ROUTE      DE LA VALLEE               
           commune :     NAILLAT                        departement : CREUSE                        
LOT        COMMUNAL                   
LIEU-DIT   LES AIRES                  
LIEU-DIT   LES ARCHIVAUX              
LIEU-DIT   AUDINES                    
LIEU-DIT   AZAT                       
LIEU-DIT   LA BARDE                   
LIEU-DIT   LA BARGE                   
LIEU-DIT   LA BASTIDE                 
LIEU-DIT   LES BASTIDES               
LIEU-DIT   LES BEGES                  
LIEU-DIT   LES BETOULLES              
LIEU-DIT   LES BIOTS                  
LIEU-DIT   BOIS CARMAUD               
LIEU-DIT   BOIS DE CHABRENARD         
LIEU-DIT   LE BOUCHAUD                
LIEU-DIT   LE BOURDEAU                
LIEU-DIT   LE BOURG                   
LIEU-DIT   BREDECHE                   
LIEU-DIT   LES BRUYERES               
LIEU-DIT   DU CERIER                  
LIEU-DIT   CHABANAIS                  
LIEU-DIT   LA CHABANNE                
LIEU-DIT   CHANFRIER                  
LIEU-DIT   CHATELARD                  
LIEU-DIT   LES CHESSERES              
LIEU-DIT   LE CIMETIERE               
LIEU-DIT   COMBASSE                   
LIEU-DIT   LES COMMUNS                
LIEU-DIT   LES COUTEAUX               
LIEU-DIT   LA FAYE                    
LIEU-DIT   FORGES                     
LIEU-DIT   LES FRANCS                 
LIEU-DIT   FRETAY                     
LIEU-DIT   LE GANON                   
LIEU-DIT   LA GARDETTE                
LIEU-DIT   LES GARMAUDS               
LIEU-DIT   LA GASSOTTA                
LIEU-DIT   LE GRAND BOUGOUEIX         
LIEU-DIT   GRAND CHEMIN               
LIEU-DIT   LE GRAND COURET            
LIEU-DIT   LES GRANGES                
LIEU-DIT   LES GRILLIERES             
LIEU-DIT   GROSBOST                   
LIEU-DIT   LAVAUDAGUET                
LIEU-DIT   LAVAUGAUTHIER              
LIEU-DIT   LE MANDEMENT               
LIEU-DIT   DU MEILLIER                
LIEU-DIT   LES MEILLOTS               
LIEU-DIT   LES MONARDS                
LIEU-DIT   LE MONTEIL                 
LIEU-DIT   NAILLAT                    
LIEU-DIT   PECUT                      
LIEU-DIT   PERAGUDE                   
LIEU-DIT   LE PETIT COURET            
LIEU-DIT   LE PEUX                    
LIEU-DIT   LES PEUX                   
LIEU-DIT   PEUX DE LA GARDE           
LIEU-DIT   PEUX GOFRE                 
LIEU-DIT   PEUX JOINT                 
LIEU-DIT   PEUX MORT                  
LIEU-DIT   LE PEYRAT                  
LIEU-DIT   LES PIQUADES               
LIEU-DIT   PLANTADIS                  
LIEU-DIT   LA POUGE                   
LIEU-DIT   POULIGNAT                  
LIEU-DIT   LE PRADEAU                 
LIEU-DIT   PRANEUF                    
LIEU-DIT   PRE MAURY                  
LIEU-DIT   PUY DE FOURCHE             
LIEU-DIT   PUY DE SEUIL               
LIEU-DIT   PUY GARNIER                
LIEU-DIT   PUY JARRAGNE               
LIEU-DIT   PUYMOUCHE                  
LIEU-DIT   LA REBEYROLLE              
LIEU-DIT   LA RIBIERE                 
LIEU-DIT   LES RIBIERES               
LIEU-DIT   SALAMON                    
LIEU-DIT   LA SALESSE                 
LIEU-DIT   LES SECHERES               
LIEU-DIT   LES TAILLES                
LIEU-DIT   LE TEILLOUX                
LIEU-DIT   TEILLABLON                 
LIEU-DIT   LA TOUR                    
LIEU-DIT   LA VALETTE                 
LIEU-DIT   LES VERGNADES              
LIEU-DIT   LES VIGNAUDS               
LIEU-DIT   LA VILLATTE                
LIEU-DIT   LES VILLETTES              
LIEU-DIT   LE BOST                    
LIEU-DIT   L ETANG                    
LIEU-DIT   LES FORETS                 
LIEU-DIT   LES FOUGERES               
LIEU-DIT   LA LANDE                   
LIEU-DIT   LA VERGNE                  
LIEU-DIT   LA GASSOTTE                
LIEU-DIT   LE PIMPELET                
LIEU-DIT   LA ROCHE                   
ROUTE      DE COLONDANNES             
RUE        PRINCIPALE                 
IMPASSE    DES BOUESSES               
ROUTE      DE BUSSIERE DUNOISE        
ROUTE      DES CARS                   
RUE        DES CLAUDIES               
ROUTE      DE DUN LE PALESTEL         
RUE        DES ECOLES                 
PLACE      DE L EGLISE                
RUE        DE L ETANG                 
CHEMIN     DE LA FONTAINE             
RUELLE     DU FOURNIL                 
RUE        DU 19 MARS 1962            
ROUTE      DE NOTH                    
RUE        DU 11 NOVEMBRE 1918        
IMPASSE    DU PIMPELET                
ROUTE      DU PONT DE NAILLAT         
RUE        DE LA ROCHE                
CHEMIN     DE SAINT JAMMES            
ROUTE      DE LA SCIERIE              
RUE        DES VIGNAUDS               
ROUTE      DU BOURG LES VILLETTES     
ROUTE      DE FLEURAT LES VILLETTES   
RUE        DU PRADEAU LES VILLETTES   
RUE        DU TILLEUL LES VILLETTES   
RUE        DU PUY DE SEUIL VILLETTES  
RUE        DE LA SIGNOLE VILLETTES    
ROUTE      DE L ETANG LES VILLETTES   
PLACE      DE LA LIBERTE VILLETTES    
RUE        DU LAVOIR LES VILLETTES    
RUE        DE LA CIDRERIE VILLETTES   
RUE        DES POUGES LES VILLETTES   
VOIE       DES MARCHANDS VILLETTES    
RUE        ST CHAVES LES VILLETTES    
RUE        DU BOUCHAUD LES VILLETTES  
           commune :     NEOUX                          departement : CREUSE                        
LIEU-DIT   LES AIRES                  
LIEU-DIT   LES ALOUCHES               
LIEU-DIT   L ARBRE DE LACHAMP         
LIEU-DIT   L ARBRE DU LOUP            
LIEU-DIT   L ARBRE PLANTE             
LIEU-DIT   D ARFEUILLE                
LIEU-DIT   BAJOSSIER                  
LIEU-DIT   DU BARGOUX                 
LIEU-DIT   LES BEAUX                  
LIEU-DIT   LA BEILLE                  
LIEU-DIT   LES BESSAUDS               
LIEU-DIT   LA BESSE                   
LIEU-DIT   LES BESSES DE CHEZ TAVELLE 
LIEU-DIT   LES BESSES DE LA MAZIERE   
LIEU-DIT   LES BESSES DE QUIOUDENEIX  
LIEU-DIT   LES BESSES                 
LIEU-DIT   LE BEZUT                   
LIEU-DIT   LE BEZUT SUD EST           
LIEU-DIT   LA BIASSE                  
LIEU-DIT   LES BIASSES                
LIEU-DIT   BOIJOUX                    
LIEU-DIT   LE BOIJOUX                 
LIEU-DIT   LE BOIJOUX SUD             
LIEU-DIT   DU BOIS                    
LIEU-DIT   BONNEFONT                  
LIEU-DIT   LA BONNICHE                
LIEU-DIT   LES BORDERIES              
LIEU-DIT   LES BORDERIES SUD          
LIEU-DIT   LES BORNES                 
LIEU-DIT   LE BOST                    
LIEU-DIT   DU BOST                    
LIEU-DIT   DU BOST SUD                
LIEU-DIT   LA BOUEGE                  
LIEU-DIT   BOULANGER                  
LIEU-DIT   LE BOUQUET                 
LIEU-DIT   LE BOURG                   
LIEU-DIT   LE BOUEIX                  
LIEU-DIT   LA BREGERE                 
LIEU-DIT   LA BREGERE SUD             
LIEU-DIT   LE BREJAUD                 
LIEU-DIT   LES BREJAUDS               
LIEU-DIT   LE BREUIL                  
LIEU-DIT   LE BRUGEAUD DU BOIS        
LIEU-DIT   LES BRUYERES               
LIEU-DIT   LA BUIGE                   
LIEU-DIT   LES BUIGES                 
LIEU-DIT   LES BUIGES OUEST           
LIEU-DIT   LA BUSSIERE                
LIEU-DIT   LES CABORNES               
LIEU-DIT   LES CABORNES SUD           
LIEU-DIT   COMBEROCHE                 
LIEU-DIT   LA CANNE                   
LIEU-DIT   CARRAT                     
LIEU-DIT   LES CARTELADES             
LIEU-DIT   LES CASSIERES              
LIEU-DIT   LA CAUD                    
LIEU-DIT   CAUD BLANCHE               
LIEU-DIT   LES CAVES                  
LIEU-DIT   CHABANETTE                 
LIEU-DIT   LA CHABANNE                
LIEU-DIT   LES CHABANNES NORD         
LIEU-DIT   LES CHABANNES OUEST        
LIEU-DIT   CHADAUD                    
LIEU-DIT   LES CHALARS                
LIEU-DIT   CHAMBRAGNE                 
LIEU-DIT   LACHAMP                    
LIEU-DIT   CHAMP BLANC                
LIEU-DIT   CHAMP BONNAUD              
LIEU-DIT   CHAMP CHIRIEX              
LIEU-DIT   CHAMP DE LA CROIX          
LIEU-DIT   CHAMP FLEURY               
LIEU-DIT   CHAMP FLEURY SUD           
LIEU-DIT   LE CHAMP                   
LIEU-DIT   LE CHAMP NORD EST          
LIEU-DIT   LE CHAMP OUEST             
LIEU-DIT   CHAMP REDON                
LIEU-DIT   LA CHARAUD                 
LIEU-DIT   LES CHAREILLES             
LIEU-DIT   LES CHARIEUX               
LIEU-DIT   LES CHARRAUDS              
LIEU-DIT   CHATONNAS                  
LIEU-DIT   LES CHAUMES                
LIEU-DIT   LES CHAUMES OUEST          
LIEU-DIT   CHAUMILLARD                
LIEU-DIT   LE CHER                    
LIEU-DIT   CHER DU BOUEIX             
LIEU-DIT   CHERBRAS                   
LIEU-DIT   CHEZ LAURAND               
LIEU-DIT   CHEZ REDON                 
LIEU-DIT   CHEZ TAVELLE               
LIEU-DIT   LA CHEZOTTE                
LIEU-DIT   LA CHEZOTTE SUD            
LIEU-DIT   CHIER GROS                 
LIEU-DIT   CHIRAT                     
LIEU-DIT   CHIREIX                    
LIEU-DIT   LE CHIROUX                 
LIEU-DIT   LES CHIROUX                
LIEU-DIT   LA CHIROUZE                
LIEU-DIT   LA CLIDELLE                
LIEU-DIT   LES CLIDELLES              
LIEU-DIT   LES CLIDELLES OUEST        
LIEU-DIT   COGALANT                   
LIEU-DIT   COMBAS                     
LIEU-DIT   LA COMBE                   
LIEU-DIT   LA COMBE NORD EST          
LIEU-DIT   LA COMBE NORD OUEST        
LIEU-DIT   COMBE ROCHE                
LIEU-DIT   LA COMBE SUD               
LIEU-DIT   LA COMBE SUD OUEST         
LIEU-DIT   COMBEAUD                   
LIEU-DIT   LES COMBES                 
LIEU-DIT   LES COMBES SUD OUEST       
LIEU-DIT   LA COMBETTE                
LIEU-DIT   CONGOUSSAT                 
LIEU-DIT   COTE DU MONT               
LIEU-DIT   LA COTE                    
LIEU-DIT   LA COTE SUD                
LIEU-DIT   LA COTE SUD EST            
LIEU-DIT   LES COTES                  
LIEU-DIT   LES COTES OUEST            
LIEU-DIT   LES COTES SUD              
LIEU-DIT   LES COTES SUD OUEST        
LIEU-DIT   LA CONCHE                  
LIEU-DIT   LA COULIERE                
LIEU-DIT   LES COUTIS                 
LIEU-DIT   LA COUTURE                 
LIEU-DIT   LA COUTURE NORD            
LIEU-DIT   DU CREUX                   
LIEU-DIT   DU CROCQ                   
LIEU-DIT   LES CROCQS                 
LIEU-DIT   CROIX BLANCHE              
LIEU-DIT   CROIX DE CHIRAT            
LIEU-DIT   CROIX DE TEITEIX           
LIEU-DIT   CROIX DES VERGNES          
LIEU-DIT   LA CROIX DES VERGNES       
LIEU-DIT   LA CROIX DU CHIRAT         
LIEU-DIT   LA CROIX                   
LIEU-DIT   LA CROIX OUEST             
LIEU-DIT   LA CROIX SUD               
LIEU-DIT   LE CROS DU RENARD          
LIEU-DIT   LA CROUDILLE               
LIEU-DIT   LE CROUZET                 
LIEU-DIT   CYTHERE                    
LIEU-DIT   DERRIERE REBERY            
LIEU-DIT   DU DONEIX                  
LIEU-DIT   DU DONEIX OUEST            
LIEU-DIT   L ECLUSE                   
LIEU-DIT   L EMINADE                  
LIEU-DIT   L EMINADE SUD EST          
LIEU-DIT   ENGAUDEIX                  
LIEU-DIT   L EPINAT                   
LIEU-DIT   L EPINAT SUD OUEST         
LIEU-DIT   DE L ETANG                 
LIEU-DIT   DE L ETANG NORD            
LIEU-DIT   DE L ETANG NORD EST        
LIEU-DIT   DE L ETANG SUD EST         
LIEU-DIT   LES ETIERTEIX              
LIEU-DIT   LA FONT DU GOUEIX          
LIEU-DIT   FONT GADOUX                
LIEU-DIT   FONT VIEILLE               
LIEU-DIT   FONTVIEILLE                
LIEU-DIT   LA FORGE                   
LIEU-DIT   LE FOSSE                   
LIEU-DIT   LE FOSSET                  
LIEU-DIT   LA GANE                    
LIEU-DIT   LA GANE SUD EST            
LIEU-DIT   LA GANNE                   
LIEU-DIT   LA GARDETTE                
LIEU-DIT   LES GANNES                 
LIEU-DIT   LE GIRAUD                  
LIEU-DIT   LE GLAND                   
LIEU-DIT   LE GOT                     
LIEU-DIT   LE GOUR                    
LIEU-DIT   LE GOUR SUD OUEST          
LIEU-DIT   GOUSSEAUX                  
LIEU-DIT   LES GOUTELLES              
LIEU-DIT   LES GOUTELLES OUEST        
LIEU-DIT   GOUZAT                     
LIEU-DIT   LE GRAND CHAMP             
LIEU-DIT   GRAND CHAMP                
LIEU-DIT   GRAND CHAMP NORD OUEST     
LIEU-DIT   GRAND CHAMP OUEST          
LIEU-DIT   LE GRAND CHAMPS            
LIEU-DIT   GRAND PRE                  
LIEU-DIT   LE GRAND PRE               
LIEU-DIT   GRANDCHAMP                 
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LES GRENOUILLES            
LIEU-DIT   GUILORD                    
LIEU-DIT   LES HAIRES                 
LIEU-DIT   LES HATAS                  
LIEU-DIT   LES ILES                   
LIEU-DIT   LA JAGOTTE                 
LIEU-DIT   LES JARDINS                
LIEU-DIT   LABASSAT                   
LIEU-DIT   LACHAUD                    
LIEU-DIT   LACROIX                    
LIEU-DIT   LAGE                       
LIEU-DIT   LAGONDEIX                  
LIEU-DIT   LAGONDEIX SUD              
LIEU-DIT   LARDALIER                  
LIEU-DIT   LAS BIESSAS                
LIEU-DIT   LAS BROUAS                 
LIEU-DIT   LAS CHAMPS                 
LIEU-DIT   LAS COMBAS                 
LIEU-DIT   LAS HERAS                  
LIEU-DIT   LAS PRADAS                 
LIEU-DIT   LAS QUERADAS               
LIEU-DIT   LASSEAUX                   
LIEU-DIT   LATIERAS                   
LIEU-DIT   LAUBARD                    
LIEU-DIT   LAVAUD                     
LIEU-DIT   LAVAUD OUEST               
LIEU-DIT   LIGONET                    
LIEU-DIT   LA MAIRIE                  
LIEU-DIT   MANDELOUZE                 
LIEU-DIT   DES MANGEZ                 
LIEU-DIT   MARZEIX                    
LIEU-DIT   LE MAZEAUBLANC             
LIEU-DIT   LA MAZIERE                 
LIEU-DIT   MEANAS                     
LIEU-DIT   MEMANGES                   
LIEU-DIT   LA MEOLADE                 
LIEU-DIT   MARGOULEIX                 
LIEU-DIT   LA NONEIX VIEILLE          
LIEU-DIT   LE MONT                    
LIEU-DIT   LE MONTEIX                 
LIEU-DIT   MOULIN DE CHEZ TAVELLE     
LIEU-DIT   MOULIN DE LA BUSSIERE      
LIEU-DIT   DU MOULIN                  
LIEU-DIT   DU MOULIN NORD OUEST       
LIEU-DIT   DU MOULIN OUEST            
LIEU-DIT   MOURIVAT                   
LIEU-DIT   MOURIVAT SUD               
LIEU-DIT   L OR                       
LIEU-DIT   LES OUBRIERES              
LIEU-DIT   L OUCHE                    
LIEU-DIT   L OUCHE GRANDE             
LIEU-DIT   L OUILLERE                 
LIEU-DIT   LES PALLES                 
LIEU-DIT   LES PARGEIX                
LIEU-DIT   PARGEIX                    
LIEU-DIT   LE PATURAL                 
LIEU-DIT   LE PATURAL NORD            
LIEU-DIT   LE PATURAL SUD             
LIEU-DIT   PATURAUDOUX                
LIEU-DIT   LES PELADES                
LIEU-DIT   LES PELADES OUEST          
LIEU-DIT   LES PELADES SUD            
LIEU-DIT   LES PELADES SUD OUEST      
LIEU-DIT   LA PERELLE                 
LIEU-DIT   LES PERIAUX                
LIEU-DIT   PERILLAT                   
LIEU-DIT   PIERRE AU BEAU             
LIEU-DIT   PIERRE GROSSE              
LIEU-DIT   PIERRE GUDE                
LIEU-DIT   PLACHAMP                   
LIEU-DIT   LA PLANCHE                 
LIEU-DIT   LA PLANCHE OUEST           
LIEU-DIT   PLANLAUD                   
LIEU-DIT   PLANTADIS                  
LIEU-DIT   LA PORGUDE                 
LIEU-DIT   LA POUGE                   
LIEU-DIT   POUZAROT                   
LIEU-DIT   PRA LONG                   
LIEU-DIT   PRADAUD                    
LIEU-DIT   LA PRADE                   
LIEU-DIT   PRADE DU VERAUX            
LIEU-DIT   LA PRADE EST               
LIEU-DIT   LA PRADE NORD              
LIEU-DIT   LA PRADE NORD EST          
LIEU-DIT   LA PRADE NORD OUEST        
LIEU-DIT   LA PRADE OUEST             
LIEU-DIT   LA PRADE SUD               
LIEU-DIT   LA PRADE SUD EST           
LIEU-DIT   DU PRADEAU                 
LIEU-DIT   LES PRADEAUX               
LIEU-DIT   LES PRADEIX                
LIEU-DIT   LES PRADELLES              
LIEU-DIT   LES PRADELLES NORD OUEST   
LIEU-DIT   LES PRADES                 
LIEU-DIT   LES PRADES SUD             
LIEU-DIT   LES PRADES SUD EST         
LIEU-DIT   LES PRADES SUD OUEST       
LIEU-DIT   LES PRAIRIES               
LIEU-DIT   PRE DU BOIS                
LIEU-DIT   PRE DU CHEZ                
LIEU-DIT   LES PRES                   
LIEU-DIT   LES PRES DU VERT           
LIEU-DIT   LE PUY                     
LIEU-DIT   PUY BEY                    
LIEU-DIT   PUY BOUBE                  
LIEU-DIT   PUY CHEVALIER              
LIEU-DIT   PUY COMBE                  
LIEU-DIT   PUY DE CHAMBRAGNE          
LIEU-DIT   PUY DE COMBAS              
LIEU-DIT   PUY DE LA CROIX            
LIEU-DIT   PUY DE LA PRADE DU VERAUX  
LIEU-DIT   PUY DE SEAUVE              
LIEU-DIT   PUY FOCHER                 
LIEU-DIT   PUY MONT                   
LIEU-DIT   PUY MOUTY                  
LIEU-DIT   PUY NOULIERE               
LIEU-DIT   PUY SAR                    
LIEU-DIT   PUY VIEUX                  
LIEU-DIT   QUIOUDENEIX                
LIEU-DIT   QUIOUDENEIXSUD             
LIEU-DIT   REBERY                     
LIEU-DIT   LE RIOU                    
LIEU-DIT   RIOUX VIEUX                
LIEU-DIT   LA RIVAILLE                
LIEU-DIT   LES RIVAUX                 
LIEU-DIT   LES RIVAUX SUD EST         
LIEU-DIT   LA RIVIERE                 
LIEU-DIT   LES ROCHES                 
LIEU-DIT   ROUDEAU                    
LIEU-DIT   LES RUES                   
LIEU-DIT   LES RUES OUEST             
LIEU-DIT   LA SAGNE                   
LIEU-DIT   SAGNE LONGUE               
LIEU-DIT   LES SAGNES                 
LIEU-DIT   LES SAGNES OUEST           
LIEU-DIT   LES SAGNES SUD OUEST       
LIEU-DIT   LES SAGNES                 
LIEU-DIT   LES SAGNETTES              
LIEU-DIT   LA SALLE                   
LIEU-DIT   SAUTAROUX                  
LIEU-DIT   SEAUVE                     
LIEU-DIT   LE SEGAUD                  
LIEU-DIT   SIDOUX                     
LIEU-DIT   SOUBRENAS                  
LIEU-DIT   LA SOUCHE                  
LIEU-DIT   LES SOUCHES                
LIEU-DIT   SOUS LA COTE               
LIEU-DIT   SOUS LE PUY                
LIEU-DIT   TABARDOUX                  
LIEU-DIT   LE TABILLIER               
LIEU-DIT   LE TEILLAUD                
LIEU-DIT   LES TERMES                 
LIEU-DIT   LES TERMES SUD             
LIEU-DIT   LE TILLEUL                 
LIEU-DIT   LES TREIX                  
LIEU-DIT   LES VERGNADES              
LIEU-DIT   LES VERGNADES NORD EST     
LIEU-DIT   LA VERGNE                  
LIEU-DIT   LA VERGNE NORD EST         
LIEU-DIT   LA VERGNE SUD              
LIEU-DIT   LA VERGNE SUD EST          
LIEU-DIT   LA VERGNOLLE               
LIEU-DIT   LES VERSANNES              
LIEU-DIT   LE VERT                    
LIEU-DIT   VERVIALLE                  
LIEU-DIT   VIALEIX                    
LIEU-DIT   LES VIERES                 
LIEU-DIT   LA VILLATTE                
LIEU-DIT   LA FONT                    
RUE        DES COUTURIERES            
RUE        DU CHARRON                 
RUE        DU FORGERON                
RUE        DU MARECHAL FERRANT        
RUE        DU SABOTIER                
           commune :     NOTH                           departement : CREUSE                        
LOT        COMMUNAL                   
LIEU-DIT   AIGUEPERSE                 
LIEU-DIT   LA BARDE                   
LIEU-DIT   DE LA BARRE                
LIEU-DIT   BEAULIEU                   
LIEU-DIT   DES BOIS                   
LIEU-DIT   BONNEUIL                   
LIEU-DIT   BOSCAVILLOT                
LIEU-DIT   LE BOSTQUENARD             
LIEU-DIT   LE BOURG                   
LIEU-DIT   CHANDEBORDE                
LIEU-DIT   LE CHARRAT                 
LIEU-DIT   LA CHERONADE               
LIEU-DIT   DE LA COTE                 
LIEU-DIT   LA COUTURE                 
LIEU-DIT   LA CROIX                   
LIEU-DIT   DE L ETANG                 
LIEU-DIT   FONGENEUIL                 
LIEU-DIT   LA FOREST                  
LIEU-DIT   LA FORET DU MONT           
LIEU-DIT   LES FORGES                 
LIEU-DIT   LA FOT                     
LIEU-DIT   DES FOURNIERES             
LIEU-DIT   LES GARDETTES              
LIEU-DIT   GENET BRULE                
LIEU-DIT   LE GOT                     
LIEU-DIT   GRAMMONT                   
LIEU-DIT   LA GRANDE CAZINE           
LIEU-DIT   LA GRANDE COUTURE          
LIEU-DIT   LA GRANDE MARCHE           
LIEU-DIT   LES GRANDES FOUGERES       
LIEU-DIT   GRANDS BEZAUDS             
LIEU-DIT   GROS VILLE                 
LIEU-DIT   LES GROULASSES             
LIEU-DIT   LES GUENILLES              
LIEU-DIT   LA LANDE                   
LIEU-DIT   LES LANDES                 
