20151101
06         ALPES MARITIMES               
LIEU-DIT   LES RIBASSAS               
LIEU-DIT   LE RIO                     
LIEU-DIT   SAINT ANTOINE              
LIEU-DIT   SAINT PIERRE               
LIEU-DIT   SCORDIGLAUS                
LIEU-DIT   LE SPERIES                 
LIEU-DIT   VALLAURIA                  
LIEU-DIT   VALLEIRON                  
LIEU-DIT   VERS L IRETTA              
LIEU-DIT   VERS LE PRAT               
LIEU-DIT   VESCASSIN                  
LIEU-DIT   VIGNASSA                   
LIEU-DIT   LES VIGNES                 
LIEU-DIT   LES VIGNES BASSES          
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LE VILLARS                 
LIEU-DIT   A VILLETTE                 
LIEU-DIT   VUEFORT                    
LIEU-DIT   FORET DOMANIALE DE PIERREF 
LIEU-DIT   SERIE DOM RTM DE PIERREFEU 
LIEU-DIT   QUA LE COULET              
LIEU-DIT   VIEUX VILLAGE              
CHEMIN     DU CHALET                  
RUE        DU CHATEAU                 
CD         17                         
CHEMIN     DES FAISCIA                
RUE        DE L'EGLISE MUSEE          
ROUTE      DE GILETTE                 
ROUTE      DES HAUTES VIGNES          
ALLEE      MARIUS CASTEL              
CHEMIN     DU MONTGROS                
ROUTE      DES MORTISSONS             
CHEMIN     DE PEIRA FEUK              
CHEMIN     DU PLANET                  
ROUTE      DU PLANET                  
ROUTE      DE ROQUESTERON             
ROUTE      DU SCORDIGLAUS             
CHEMIN     DE L'UESTI                 
PISTE      DE L'UESTI                 
RUE        DE L'UESTI                 
ROUTE      DU VIEUX PIERREFEU         
PLACE      DU VILLAGE                 
ROUTE      DU VIEUX PIERREFEU         
           commune :     PUGET-ROSTANG                  departement : ALPES MARITIMES               
LIEU-DIT   LES AUDIBETS               
LIEU-DIT   LA BACHERESSE              
LIEU-DIT   LA BARBENIERE              
LIEU-DIT   LES BARRES DE LA GLEYE     
LIEU-DIT   BAS FUNEL                  
LIEU-DIT   LE BAS IBAC                
LIEU-DIT   LA BEGUO                   
LIEU-DIT   BERTRIK                    
LIEU-DIT   LES BOIS                   
LIEU-DIT   LE BOIS DE LA COMBETTE     
LIEU-DIT   LE BREQUET                 
LIEU-DIT   LA BUISSIERE               
LIEU-DIT   LE CHABANAS                
LIEU-DIT   LA CHAISE DU SERRE         
LIEU-DIT   CHAMP BART                 
LIEU-DIT   CHAMP LONG                 
LIEU-DIT   CHANTE PERDRIX             
LIEU-DIT   CHARBONNEL                 
LIEU-DIT   CHARUSSAS                  
LIEU-DIT   CHASSAGNE                  
LIEU-DIT   LE CHATON                  
LIEU-DIT   CHEYNAUD                   
LIEU-DIT   CIANSSOUSSA                
LIEU-DIT   LE CLAUX VERT              
LIEU-DIT   CLOT DE VICARY             
LIEU-DIT   LE CLOTET BESSON           
LIEU-DIT   LE COLLET                  
LIEU-DIT   LE COLLET ROUX             
LIEU-DIT   COLLETAS                   
LIEU-DIT   LA COMBE                   
LIEU-DIT   LA COMBETTE                
LIEU-DIT   CONSTANTINE                
LIEU-DIT   COULLET D AUDI             
LIEU-DIT   COUNTENT                   
LIEU-DIT   LE COUSTAS                 
LIEU-DIT   LE CROUIS                  
LIEU-DIT   LE CROUYS                  
LIEU-DIT   EMPROUE                    
LIEU-DIT   LES FOURNES                
LIEU-DIT   LE FRAYSSE                 
LIEU-DIT   LA GRAMAGNE                
LIEU-DIT   LA GRAOUS                  
LIEU-DIT   LA GROSSIERE               
LIEU-DIT   HAUT BERTRIK               
LIEU-DIT   LE HAUT VILLARS DE MAYOULA 
LIEU-DIT   HAUTE CHASSAGNE            
LIEU-DIT   LES HAUTS FOURNES          
LIEU-DIT   L IBAC                     
LIEU-DIT   L IBAC DE MAIROLA          
LIEU-DIT   L IBAC DE VARIGOULES       
LIEU-DIT   L IBAC SOUTRAN             
LIEU-DIT   LARA                       
LIEU-DIT   LARINE                     
LIEU-DIT   LOU COSTA                  
LIEU-DIT   MAYOULA                    
LIEU-DIT   LA MEOS                    
LIEU-DIT   LES MOUS                   
LIEU-DIT   NOUGUIERA                  
LIEU-DIT   L OLIVE                    
LIEU-DIT   L ORATOIRE DE SAINT JULIEN 
LIEU-DIT   LES PARRANS                
LIEU-DIT   LA PINEE                   
LIEU-DIT   LA PUAOU                   
LIEU-DIT   LE PUITS                   
LIEU-DIT   LE PUITS DE CHAMP BART     
LIEU-DIT   LA REJETTA                 
LIEU-DIT   LES RENIERES               
LIEU-DIT   RIO D AUVARE               
LIEU-DIT   LE RIOU                    
LIEU-DIT   LE ROCHAS                  
LIEU-DIT   LE ROUBIER                 
LIEU-DIT   SAINT JULIEN               
LIEU-DIT   SAINTE CATHERINE           
LIEU-DIT   SALVANIERE                 
LIEU-DIT   LE SERE                    
LIEU-DIT   SOUS LE CROUYS DE DINA     
LIEU-DIT   LES SPALLUS                
LIEU-DIT   TEISSIERO                  
LIEU-DIT   LE TRAVAILLOS              
LIEU-DIT   LES TRAVERSES              
LIEU-DIT   LA VALLIERES               
LIEU-DIT   VENDIEN                    
LIEU-DIT   VEROUTON                   
LIEU-DIT   VESCOUGOURDE               
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LE VILLARD                 
LIEU-DIT   LE VILLARS DE MAYOULA      
LIEU-DIT   LA VISTA                   
LIEU-DIT   SERIE DOM RTM DE PUGET ROS 
CD         116                        
           commune :     PUGET-THENIERS                 departement : ALPES MARITIMES               
LIEU-DIT   ABRITS                     
LIEU-DIT   LES AIGA                   
LIEU-DIT   AURAFORT                   
LIEU-DIT   AURAFORT EST               
LIEU-DIT   AURAFORT HAUT              
LIEU-DIT   AURAFORT OUEST             
LIEU-DIT   BILIARD                    
LIEU-DIT   BLANCARIA                  
LIEU-DIT   LE BREUIL                  
LIEU-DIT   LE BREUIL HAUT             
LIEU-DIT   BRUYET                     
LIEU-DIT   CASTAGNET                  
LIEU-DIT   CASTAGNET OUEST            
LIEU-DIT   CHAMP LONG                 
LIEU-DIT   CHANDELET                  
LIEU-DIT   CHANTE PERDRIS             
LIEU-DIT   LES CHASTELLANS            
LIEU-DIT   LA CHEYNEE                 
LIEU-DIT   CHIARESSAS                 
LIEU-DIT   CIARESSAS                  
LIEU-DIT   CLOT DE VACHIER            
LIEU-DIT   LA CLUA                    
LIEU-DIT   COLLA                      
LIEU-DIT   COLLET PELA                
LIEU-DIT   COLLET REDON               
LIEU-DIT   COLLETTA                   
LIEU-DIT   LA COMBE                   
LIEU-DIT   LA COMBE EST               
LIEU-DIT   LA CONDAMINE               
LIEU-DIT   CONSOLAU                   
LIEU-DIT   COSTA                      
LIEU-DIT   CUOLLA                     
LIEU-DIT   LE DIROUBE                 
LIEU-DIT   FONDIVIA                   
LIEU-DIT   LA FORGE                   
LIEU-DIT   FRAGET                     
LIEU-DIT   GARNERI                    
LIEU-DIT   GEORGE DE LEONNE           
LIEU-DIT   GOURDAN                    
LIEU-DIT   GRALET                     
LIEU-DIT   GRAVAS                     
LIEU-DIT   L ILE                      
LIEU-DIT   L ADROIT                   
LIEU-DIT   LARA                       
LIEU-DIT   LAVA                       
LIEU-DIT   LAVANCIA                   
LIEU-DIT   LIBAC                      
LIEU-DIT   NAUDIE                     
LIEU-DIT   NOTRE DAME DE LA ROUDOULE  
LIEU-DIT   LES OLIVES                 
LIEU-DIT   PAIRO                      
LIEU-DIT   PAIRO OUEST                
LIEU-DIT   LA PAOUA                   
LIEU-DIT   PLANET                     
LIEU-DIT   RIBA DI GIARRI             
LIEU-DIT   RIVE                       
LIEU-DIT   ROCCIA D ABEILLA           
LIEU-DIT   LA RONARDIERE              
LIEU-DIT   SAINT JOSEPH               
LIEU-DIT   SAINT MARTIN               
LIEU-DIT   SAINT MARTIN OUEST         
LIEU-DIT   SAINT ROCH                 
LIEU-DIT   SAINTE MARGUERITE EST      
LIEU-DIT   SAINTE MARGUERITE OUEST    
LIEU-DIT   LE SAVE                    
LIEU-DIT   LE SERRET                  
LIEU-DIT   LE SERRET EST              
LIEU-DIT   TERRA CAPELLA              
LIEU-DIT   TRAVERSES                  
LIEU-DIT   TRENIERE                   
LIEU-DIT   TRINITE                    
LIEU-DIT   VALCROS                    
LIEU-DIT   LE VERGIE                  
LIEU-DIT   LA VIGNE                   
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   VILLARON                   
LIEU-DIT   VILLARON EST               
LIEU-DIT   VILLE PASSOUN              
LIEU-DIT   LA ROULU                   
LIEU-DIT   QRT DE LA GARE             
LIEU-DIT   QRT DE L EGLISE            
RUE        CALADE DE LA BELIERE       
RUE        DES BOUILLEURS DE CRU      
PASSERELLE DE LA CLUE                 
BOULEVARD  DES ANC COMBATTANTS EN AFN 
ROUTE      DE   LA   CROIX            
PLACE      ADOLPHE CONIL              
RUE        ADOLPHE CONIL              
RUE        ALEXANDRE BARETY           
RUE        ALEXANDRE BOTTIN           
PASSAGE    HENRIOTTI                  
RUE        HENRIOTTI                  
RUE        CAISSOTTI                  
PLACE      CASIMIR BROUCHIER          
RUE        CASIMIR BROUCHIER          
RUE        DE LA COSTE                
RUE        DU HAMEAU DE LA BLANQUERIE 
PLACE      DE GAULLE                  
RUE        DU DOC GENTE               
AVENUE     EMMANUEL SIGNORET          
RUE        DU FOUR                    
BOULEVARD  FRANCOIS BOYER             
RUE        DE LA HTE COSTE            
RUE        JAUSSERANDY                
RUE        JUDAIQUE                   
RUE        DU MARCHE                  
RUE        LUCIEN VIBOREL             
RUE        DU LAVOIR                  
ROUTE      GRALET                     
CHEMIN     DE FUON GAILLARDE          
MTE        MARTYRS DE LA RESISTANCE   
RUE        PERE EDOUARD               
AVENUE     MISS PELL                  
RUE        PAPON                      
PLACE      DU PRE DE FOIRE            
RUE        DU 4 SEPTEMBRE             
PROMENADE  RENE MAURIN                
ROUTE      DU   COL  ST  RAPHAEL      
PLACE      LA TANNERIE                
RUE        DES TANNEURS               
RUE        DE VERDUN                  
AVENUE     LOUIS AUGUSTE BLANQUI      
           commune :     REVEST-LES-ROCHES              departement : ALPES MARITIMES               
MAIS       RETRAITE L ESCAPADE        
LIEU-DIT   L ABAGIE                   
LIEU-DIT   L ADRECH                   
LIEU-DIT   LES AIGUILLES              
LIEU-DIT   L ARAIGNEE                 
LIEU-DIT   BAGNAORS                   
LIEU-DIT   BAOS ROUX                  
LIEU-DIT   BAOSSET                    
LIEU-DIT   LA BARMA D AIRAUT          
LIEU-DIT   LES BARRES                 
LIEU-DIT   LA BOUISSA                 
LIEU-DIT   BRUSQUET                   
LIEU-DIT   CAI                        
LIEU-DIT   CHAMP                      
LIEU-DIT   CHAMP BON                  
LIEU-DIT   CHAMP DE PENON             
LIEU-DIT   LA CIART                   
LIEU-DIT   CLAOS                      
LIEU-DIT   CLOT                       
LIEU-DIT   CLOT MEUNIER               
LIEU-DIT   COL DE MANTEL              
LIEU-DIT   COLLET PELLA               
LIEU-DIT   LA COMBA                   
LIEU-DIT   CONDAMINA                  
LIEU-DIT   LA COSTA                   
LIEU-DIT   COSTA D OTTEIA             
LIEU-DIT   COTE SAINT GRAT            
LIEU-DIT   LES COTES                  
LIEU-DIT   LES COURTIS                
LIEU-DIT   CREVILLIERA                
LIEU-DIT   CROAS                      
LIEU-DIT   L ESPELOUART               
LIEU-DIT   FAICHETTAS                 
LIEU-DIT   LE FOURNE                  
LIEU-DIT   LA FRACIA                  
LIEU-DIT   LA FUONT                   
LIEU-DIT   FUONT D AUDI               
LIEU-DIT   FUONT DE GIAI              
LIEU-DIT   GROSSE TETE                
LIEU-DIT   L IBAC                     
LIEU-DIT   L ISCIART                  
LIEU-DIT   JUINCHIER                  
LIEU-DIT   LARMASSES                  
LIEU-DIT   LIORTES                    
LIEU-DIT   MALBOSQUET                 
LIEU-DIT   MAURINA                    
LIEU-DIT   MAYANS                     
LIEU-DIT   LA PINEA                   
LIEU-DIT   PINS DE ROUS               
LIEU-DIT   PLAINE DE LA BAOMA         
LIEU-DIT   LA PLASTRA                 
LIEU-DIT   PLATEAU DE LA BAOMA        
LIEU-DIT   LES PRATS                  
LIEU-DIT   LES RENAS                  
LIEU-DIT   LES RIBAS                  
LIEU-DIT   SAINT GRAT                 
LIEU-DIT   SAINT PIERRE               
LIEU-DIT   SAINT ROCH                 
LIEU-DIT   SERRE                      
LIEU-DIT   SOTTRANAS                  
LIEU-DIT   LA TADELLA                 
LIEU-DIT   LA TOUR                    
LIEU-DIT   TRUES                      
LIEU-DIT   LA VALLIERA                
LIEU-DIT   VELLIGHIERA                
LIEU-DIT   VERGER                     
LIEU-DIT   LA VETTOURA                
LIEU-DIT   LA VIGNA                   
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   VILLAR                     
LIEU-DIT   VINCENSA                   
LIEU-DIT   SERIE DOMANIALE RTM DE REV 
IMPASSE    BELLA VISTA                
CHEMIN     DE LA BOUISSE              
CHEMIN     DU CALVAIRE                
CHEMIN     DES CHEVRES                
ROUTE      DE CHAMP                   
ROUTE      DE CHAMP BON               
CHEMIN     DE LA CHAPELLE             
ROUTE      DE CLAOS                   
CHEMIN     DU CLOT                    
CHEMIN     DE LA CONDAMINA SOBRANA    
BOULEVARD  DU DOCTEUR MORANI          
RUE        DES EMELINA                
RUE        DES ESCOFFIER              
PLACE      DU FOUR                    
IMPASSE    DU FOUR                    
ROUTE      DE LA FUONT D'AUDI         
ROUTE      DE LA FUONT SOBRANA        
IMPASSE    DES GARENT                 
PLACE      DES GASTAUD                
ROUTE      DE GILETTE                 
PASSAGE    LOU PONTIS                 
VCHE       DE GILETTE                 
IMPASSE    DES INNOCENTS              
ROUTE      DE JUINCHIER               
ROUTE      DES LAVANDES               
CHEMIN     DU MONT VIAL               
RUE        DES NOBLE                  
RUE        DU PONTIS                  
PLACE      SAINT JEAN                 
PLACE      SAINT LAURENT              
ROUTE      DE SAINT ROCH              
CHEMIN     DE LA SERRE                
CHEMIN     DE LA TAVERNE              
ROUTE      DE TOURETTE                
BOULEVARD  GASPARD VIVALDI            
           commune :     RIGAUD                         departement : ALPES MARITIMES               
LIEU-DIT   L ABRIC                    
LIEU-DIT   L ADREC DE CIAUDANS        
LIEU-DIT   AIGUIERS                   
LIEU-DIT   L AUZIERA                  
LIEU-DIT   BAUS                       
LIEU-DIT   LES BENES                  
LIEU-DIT   BLANCHEIROUN               
LIEU-DIT   BOIS NOIR                  
LIEU-DIT   LE BREC                    
LIEU-DIT   BRIGOLE                    
LIEU-DIT   LA CABANE                  
LIEU-DIT   LE CANNIER                 
LIEU-DIT   CERISIER                   
LIEU-DIT   CHAMP BRUN                 
LIEU-DIT   CHIABANON                  
LIEU-DIT   CIANAVELLA EST             
LIEU-DIT   CIANAVELLA OUEST           
LIEU-DIT   CIANELLETA                 
LIEU-DIT   CIAUDANS                   
LIEU-DIT   CLAUES ET CUMBA            
LIEU-DIT   LE CLAUS                   
LIEU-DIT   CLUA SOTTANA               
LIEU-DIT   LA CLUE                    
LIEU-DIT   LES CLUES                  
LIEU-DIT   LA COLETTA                 
LIEU-DIT   COLLA DE DINA              
LIEU-DIT   COLLE BASSE                
LIEU-DIT   COLLET DE MITA             
LIEU-DIT   COLLET DE MITA SUD         
LIEU-DIT   COLLET DE ROLLAND          
LIEU-DIT   COLLET DE SAINT JOSEPH     
LIEU-DIT   COLLET DE TIRA             
LIEU-DIT   COLLET DI MITA             
LIEU-DIT   COLLET DU CAIRE            
LIEU-DIT   COLLET DU CAIRE OUEST      
LIEU-DIT   COLLET DU LAC              
LIEU-DIT   COLLETS ROUGES             
LIEU-DIT   COMBE DE MER               
LIEU-DIT   COUGOURDE                  
LIEU-DIT   LA COULETTA                
LIEU-DIT   LA CUMBA                   
LIEU-DIT   LA DUCIA                   
LIEU-DIT   LA FEA                     
LIEU-DIT   LE FIOU                    
LIEU-DIT   LA FONT RIBOTA             
LIEU-DIT   FONTAINE DE MARIE          
LIEU-DIT   FONTAINE DU CRAPAUD        
LIEU-DIT   FUMAO                      
LIEU-DIT   LA GRAU                    
LIEU-DIT   LA GRAVA DU VAR            
LIEU-DIT   LES GRAVERS                
LIEU-DIT   L IBAC                     
LIEU-DIT   IBAC D EIGHIO              
LIEU-DIT   IBAC DE PLANA              
LIEU-DIT   LABAUT                     
LIEU-DIT   LAUZERETTE                 
LIEU-DIT   LI BUOSC                   
LIEU-DIT   LI CIALEBRAS               
LIEU-DIT   LI CLAVES                  
LIEU-DIT   LOU CLOT                   
LIEU-DIT   LOU PUEI                   
LIEU-DIT   LUTTA                      
LIEU-DIT   LA MADELEINE               
LIEU-DIT   MALIC                      
LIEU-DIT   MARAS                      
LIEU-DIT   MARGORIAS                  
LIEU-DIT   LES MEAS                   
LIEU-DIT   MILIEU DE RIBAS            
LIEU-DIT   LE MOULIN                  
LIEU-DIT   LE PAS                     
LIEU-DIT   PECHIA                     
LIEU-DIT   LE PETIT ABRIC             
LIEU-DIT   PLAN D AUVARE              
LIEU-DIT   PLAN SOUTEIRON             
LIEU-DIT   LES PLATRAS                
LIEU-DIT   LE PONT DU CIANS           
LIEU-DIT   POURSILES                  
LIEU-DIT   PRA D ASTIER               
LIEU-DIT   PRA DE CASTEL              
LIEU-DIT   PRA DE DURA                
LIEU-DIT   PRAT DE ROLLAND            
LIEU-DIT   PUMAIA                     
LIEU-DIT   RAYOULES                   
LIEU-DIT   REVELESSA                  
LIEU-DIT   RIBAS EST                  
LIEU-DIT   RIBAS OUEST                
LIEU-DIT   RIO                        
LIEU-DIT   ROUMEGONS                  
LIEU-DIT   LA ROUTE                   
LIEU-DIT   RUBI                       
LIEU-DIT   SAINT ESPRIT               
LIEU-DIT   SAINT MARC                 
LIEU-DIT   SAINTE CATHERINE           
LIEU-DIT   SERRE D ANGLOUTIER         
LIEU-DIT   LES SPARANES               
LIEU-DIT   LE SUGLIET                 
LIEU-DIT   TEISSIERA                  
LIEU-DIT   TERRE DE LA DEMOISELLE     
LIEU-DIT   TERRE DE MIQUELIS          
LIEU-DIT   TERROUILLART               
LIEU-DIT   THORON                     
LIEU-DIT   LE TUVET                   
LIEU-DIT   L UBAC                     
LIEU-DIT   LA VALLAO                  
LIEU-DIT   LA VALLIERA                
LIEU-DIT   LA VALLIERE                
LIEU-DIT   VALLIERE DE PAULET         
LIEU-DIT   VALLON OBSCUR              
LIEU-DIT   VALLON ROUBI               
LIEU-DIT   VAREGOULES                 
LIEU-DIT   VARLONGE                   
LIEU-DIT   VERGER                     
LIEU-DIT   VERGER BAS                 
LIEU-DIT   LA VIGNETTA                
LIEU-DIT   VILLA SOUTEIRON            
LIEU-DIT   VILLA SOUTEIRON EST        
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   VILLENEUVE                 
LIEU-DIT   YERBOA                     
LIEU-DIT   FORET DOMANIALE DU CIANS   
LIEU-DIT   SERIE DOMANIALE RTM DE RIG 
RUE        BASSE                      
RUE        DU    CHALET               
CHEMIN     DU    CIANS                
RUE        DE   L EGLISE              
RUE        DU   FOUR                  
RUE        DU    PRESBYTERE           
N          RTE   NATIONALE   202      
           commune :     RIMPLAS                        departement : ALPES MARITIMES               
LIEU-DIT   LES ADOUSSES               
LIEU-DIT   L ALMA                     
LIEU-DIT   LA BAITAILLE               
LIEU-DIT   BALLOUR                    
LIEU-DIT   EN BAOUDOU                 
LIEU-DIT   BLORE                      
LIEU-DIT   BLOURA                     
LIEU-DIT   BOUISSIERA                 
LIEU-DIT   BOUISSIERA SOBRANA         
LIEU-DIT   BUOUSOU                    
LIEU-DIT   CAGAILLE                   
LIEU-DIT   CARTOU                     
LIEU-DIT   LE CHAMP                   
LIEU-DIT   CHAMP DE BUELS             
LIEU-DIT   CIABANAL                   
LIEU-DIT   LA CIALANCIA               
LIEU-DIT   CIAMPERBOUS                
LIEU-DIT   CIARONTOULS                
LIEU-DIT   CIASTELLA                  
LIEU-DIT   LES CLAPS                  
LIEU-DIT   COLLET DE LA SAGNA         
LIEU-DIT   COLLETTAS                  
LIEU-DIT   COURNET                    
LIEU-DIT   CROUSETTA                  
LIEU-DIT   LA CUOSTA                  
LIEU-DIT   LE DUC                     
LIEU-DIT   L EDUCH                    
LIEU-DIT   LES FOURS                  
LIEU-DIT   LA FRAISSINEA              
LIEU-DIT   LA FUONT                   
LIEU-DIT   FUONT SOUTRANA             
LIEU-DIT   GARDIVUOLA                 
LIEU-DIT   LA GORGE DE VELAT          
LIEU-DIT   L IBAC                     
LIEU-DIT   LARZET                     
LIEU-DIT   LENTOU                     
LIEU-DIT   LEOUZIERA                  
LIEU-DIT   LEVASTRE                   
LIEU-DIT   LI PRAS                    
LIEU-DIT   LIUMA                      
LIEU-DIT   LOU CAIRE                  
LIEU-DIT   LA MADELEINE               
LIEU-DIT   LA MONTAGNOLE              
LIEU-DIT   MURES                      
LIEU-DIT   NIOULET                    
LIEU-DIT   PASPEIROU                  
LIEU-DIT   LA PINIO                   
LIEU-DIT   RISAULT                    
LIEU-DIT   ROUAGNE                    
LIEU-DIT   ROUBINASTRE                
LIEU-DIT   LES SAGNOUNS               
LIEU-DIT   SAINT ESTEVE               
LIEU-DIT   SAINT ROCH                 
LIEU-DIT   SCALANCAS                  
LIEU-DIT   SCOUGNAS                   
LIEU-DIT   SCOULANCIAIRE              
LIEU-DIT   SCOUNIGHES                 
LIEU-DIT   LE SERRE                   
LIEU-DIT   SPARANS                    
LIEU-DIT   LA SPLANUS                 
LIEU-DIT   SPOURSILS                  
LIEU-DIT   LE TRUEI                   
LIEU-DIT   LES VALLIERES              
LIEU-DIT   LA VAOUTA                  
LIEU-DIT   VELAI                      
LIEU-DIT   VELAI SUPERIEUR            
LIEU-DIT   LE VERNET                  
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   YSART MORUT                
LIEU-DIT   LES ZUORTS                 
LIEU-DIT   FUONT DA NUGA              
CHEMIN     DU CALATA                  
CHEMIN     DES CANEBIERS              
PLACE      DU CHAMPAS                 
RUE        DE LA CHAVA                
RUE        DE DESSOUS                 
PLACE      DE L'EGLISE                
RUE        DE L'ESTRE                 
PROMENADE  DE LA FORET                
RUE        DU FOUR                    
RUE        DE LA GABELLE              
RUE        DES GRANGES                
RUE        DE L'IBAC                  
ROUTE      DE LA MADELEINE            
MTE        PAULINE                    
PLACE      DU POUS                    
RUE        PRINCIPALE                 
RUE        PUAOU DE L'OURTAL          
RUE        QUINTANE DU POUS           
RUE        SAINT HONORAT              
PROMENADE  SAINT ROCH                 
RUELLE     DE LA TREILLE              
CHEMIN     DES ZUORTS                 
           commune :     ROQUEBILLIERE                  departement : ALPES MARITIMES               
LIEU-DIT   ALBERAS                    
LIEU-DIT   BELOU                      
LIEU-DIT   BERGAIS                    
LIEU-DIT   BERRI                      
LIEU-DIT   EN BERRI                   
LIEU-DIT   BERTHEMONT                 
LIEU-DIT   BERTHEMONT LES BAINS       
LIEU-DIT   BIOLET                     
LIEU-DIT   BLAQUIERAS                 
LIEU-DIT   LA BOURGADE                
LIEU-DIT   BOUSSIERAS                 
LIEU-DIT   LA BRASCA                  
LIEU-DIT   CABANA DE BARRA            
LIEU-DIT   CAIRE DEL MEL              
LIEU-DIT   CAIROUN DAL TUER           
LIEU-DIT   CALQUIERAS                 
LIEU-DIT   LA CAPELLA                 
LIEU-DIT   CARBONEL                   
LIEU-DIT   CERVAGN                    
LIEU-DIT   CERVAGNES                  
LIEU-DIT   LA CLUA                    
LIEU-DIT   COUGNE DERNIE              
LIEU-DIT   COUGNE PROUMIE             
LIEU-DIT   LE COULET                  
LIEU-DIT   COULOUMBA                  
LIEU-DIT   LA COUMBA                  
LIEU-DIT   LA COUMBA SOUBRANA         
LIEU-DIT   LA COUMBETTA               
LIEU-DIT   COUNIGOU                   
LIEU-DIT   COURTASSA                  
LIEU-DIT   LES CROUES                 
LIEU-DIT   LA CUOLLA                  
LIEU-DIT   LA CUOSTA                  
LIEU-DIT   LA DOUILLA                 
LIEU-DIT   ESPAGLIART                 
LIEU-DIT   LE FAISSET                 
LIEU-DIT   LA FESTOULA                
LIEU-DIT   LES FONTANS                
LIEU-DIT   FUONT DE MONGE             
LIEU-DIT   GIBOEL                     
LIEU-DIT   GORDOLON                   
LIEU-DIT   GOURDAS                    
LIEU-DIT   LI FONTANS                 
LIEU-DIT   L IBAC                     
LIEU-DIT   LES IMBERTS                
LIEU-DIT   JUBIEL                     
LIEU-DIT   LANCIOUR                   
LIEU-DIT   LAS ROQUAS                 
LIEU-DIT   LE LAVE                    
LIEU-DIT   LI CAUDANS                 
LIEU-DIT   LI COUGNES                 
LIEU-DIT   LI CROTAS                  
LIEU-DIT   LIBAGNIS                   
LIEU-DIT   LOU PUEI                   
LIEU-DIT   LOU SERRE                  
LIEU-DIT   LOU VALLOU                 
LIEU-DIT   LOUCROS                    
LIEU-DIT   LOUVIVIER                  
LIEU-DIT   LA MADONETTE               
LIEU-DIT   LA MALUNA                  
LIEU-DIT   MARCHIER                   
LIEU-DIT   MATAROU                    
LIEU-DIT   MIA                        
LIEU-DIT   MOUNARET                   
LIEU-DIT   MOUNART                    
LIEU-DIT   LA MUSELLE                 
LIEU-DIT   NAUTES                     
LIEU-DIT   NIEL                       
LIEU-DIT   NOUVEAU VILLAGE            
LIEU-DIT   LA PARA                    
LIEU-DIT   PEIRA GROSSA               
LIEU-DIT   PINEA                      
LIEU-DIT   PLAGIA                     
LIEU-DIT   PLAN GAST                  
LIEU-DIT   LA PLANCA                  
LIEU-DIT   PONTILLART                 
LIEU-DIT   POURCIE                    
LIEU-DIT   LE POUS                    
LIEU-DIT   PRA DAI ROCCAS             
LIEU-DIT   PRA DE LA SERRA            
LIEU-DIT   PRA DE LA VIGNA            
LIEU-DIT   PREINAS                    
LIEU-DIT   RANQUIER                   
LIEU-DIT   RIBA DAL VIVIER            
LIEU-DIT   RIBA DE BERTHEMONT         
LIEU-DIT   RIBA DEL PREIRE            
LIEU-DIT   RIBA LARGA                 
LIEU-DIT   RIBES DE CERVAGNE          
LIEU-DIT   LA RIBIERA                 
LIEU-DIT   RIGAUT                     
LIEU-DIT   LA ROUTA                   
LIEU-DIT   SABLOU                     
LIEU-DIT   SAINT JULIEN               
LIEU-DIT   SAINT ROCH                 
LIEU-DIT   SAINT SEBASTIEN            
LIEU-DIT   SAUMA LONGA                
LIEU-DIT   SERRE DAL SABLOU           
LIEU-DIT   SERRE DE RIGAUT            
LIEU-DIT   SIRUOL                     
LIEU-DIT   SOUTA VILLA                
LIEU-DIT   TEISSOUNIERE               
LIEU-DIT   EN TERRASSES               
LIEU-DIT   LA VALENTINE               
LIEU-DIT   LES VALLIERES              
LIEU-DIT   LE VALLON                  
LIEU-DIT   LE VERNET                  
LIEU-DIT   VESEOU                     
LIEU-DIT   VIEUX VILLAGE              
LIEU-DIT   LA VIGNA                   
LIEU-DIT   VIGNOS                     
LIEU-DIT   VILLA VIEILLA              
LIEU-DIT   LES VILLETTES              
LIEU-DIT   SERIE DOM RTM DE ROQUEBILL 
RUE        ALFRED CORNIGLION          
RUE        AUGUSTE ET FELIX MUSSO     
PROMENADE  BELLE VUE                  
RUE        DE BERTHEMONT              
RUE        DU CAIRE DEL MEL           
RUE        DU CERVAGNE                
MTE        DE LA CHAPELLE             
AVENUE     DES CHASSEURS ALPINS       
RUE        DE LA COMBETTE             
AVENUE     CORNIGLION MOLINIER        
RUE        DU COUNIGOU                
CR         DU COUNIGOU                
RUE        DU CROS                    
RUE        DALLONI                    
RUE        DOCTEUR MATTEO             
BOULEVARD  DU DR RENE ROQUE           
RUE        DU NIEL                    
RUE        DES ECOLES                 
RUE        DE L EGLISE                
RUE        DE L'EGLISE                
RUE        FALICON                    
AVENUE     FELIX GATTI                
RUE        JACQUES FANTINO            
RUE        DE FERRISSON               
RUE        DES FLEURS                 
RUE        ANDRE BLANC                
MTE        DE LA FORET                
RUE        DE LA FORGE                
RUE        DU FOUR                    
